ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
300750.SZ,20220430,20220331,0.6439,1.7591,14.4845,4.0582,153.9741,-23.6189
300750.SZ,20220430,20220331,0.6439,1.7591,14.4845,4.0582,153.9741,-23.6189
300750.SZ,20220824,20220630,3.5233,7.2869,18.6755,8.5597,156.3185,82.1682
300750.SZ,20220824,20220630,3.5233,7.2869,18.6755,8.5597,156.3185,82.1682
300750.SZ,20221022,20220930,7.4704,15.0209,18.95,9.3335,186.7173,126.9547
300750.SZ,20221022,20220930,7.4704,15.0209,18.95,9.3335,186.7173,126.9547
300750.SZ,20230310,20221231,12.9178,24.6826,20.2512,10.1819,152.0747,92.8853
300750.SZ,20230310,20221231,12.9178,24.6826,20.2512,10.1819,152.0747,92.8853
300750.SZ,20230421,20230331,4.0332,5.5747,21.2688,11.3216,82.9116,557.9739
300750.SZ,20230421,20230331,4.0332,5.5747,21.2688,11.3216,82.9116,557.9739
300750.SZ,20230726,20230630,4.7201,12.3796,21.6333,11.3467,67.517,153.6383
300750.SZ,20230726,20230630,4.7201,12.3796,21.6333,11.3467,67.517,153.6383
300750.SZ,20231020,20230930,7.0958,18.0765,21.9159,11.0345,40.0955,77.0475
300750.SZ,20240316,20231231,11.79,24.3636,22.9091,11.6635,22.0099,43.581
300750.SZ,20240416,20240331,2.3909,5.1845,26.4155,14.0348,-10.4086,7.001
300750.SZ,20240727,20240630,5.2017,11.6084,26.5334,14.9183,-11.8783,10.3668
300750.SZ,20241019,20240930,8.1894,16.565,28.185,14.9523,-12.092,15.5901
300750.SZ,20250315,20241231,11.58,22.8252,24.4449,14.9185,-9.7039,15.0119
300750.SZ,20250415,20250331,3.18,5.4918,24.4077,17.5453,6.185,32.8512
300750.SZ,20250731,20250630,6.92,11.2522,25.023,18.0928,7.2673,33.3267
