trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,52.903,4.1251,4.0988,0.9478,4644607.458,4614867.45
20230104,52.5857,4.1004,4.0742,0.9776,4616744.5059,4587182.9079
20230105,54.4498,4.2457,4.2186,1.0496,4780402.6874,4749793.1654
20230106,54.1191,4.22,4.193,0.6891,4751366.5584,4720942.9584
20230109,53.6113,4.1804,4.1537,1.5181,4706785.8351,4706785.8351
20230110,53.6848,4.1861,4.1593,1.3679,4713238.3082,4713238.3082
20230111,53.0333,4.1353,4.1089,0.8051,4656045.933,4656045.933
20230112,52.4921,4.0931,4.0669,0.7821,4608532.2674,4608532.2674
20230113,53.785,4.1939,4.1671,0.8321,4722037.1352,4722037.1352
20230116,56.5578,4.4101,4.3819,1.9137,4965471.3478,4965471.3478
20230117,56.2571,4.3867,4.3586,0.7295,4939074.8669,4939074.8669
20230118,54.7838,4.2718,4.2445,0.8809,4809732.1106,4809732.1106
20230119,53.5278,4.1738,4.1472,1.0197,4699453.4793,4699453.4793
20230120,54.2126,4.2272,4.2002,0.6522,4759578.7969,4759578.7969
20230130,54.2861,4.233,4.2059,1.1241,4766031.27,4766031.27
20230131,53.207,4.1488,4.1223,1.5184,4671297.2331,4671297.2331
20230201,54.4631,4.2468,4.2197,1.3849,4781575.8643,4781575.8643
20230202,55.5555,4.332,4.3043,1.3266,4877483.0782,4877483.0782
20230203,55.3551,4.3163,4.2888,0.8358,4859885.4242,4859885.4242
20230206,53.8752,4.2009,4.1741,1.1598,4729956.0795,4729956.0795
20230207,52.6959,4.109,4.0827,1.0731,4626423.2156,4626423.2156
20230208,52.3485,4.0819,4.0558,0.7652,4595920.6154,4595920.6154
20230209,52.3685,4.0835,4.0574,0.8562,4597680.3808,4597680.3808
20230210,53.4342,4.1666,4.1399,0.9011,4691241.2408,4691241.2408
20230213,55.4854,4.3265,4.2989,1.6518,4871323.8993,4871323.8993
20230214,56.4208,4.3994,4.3713,1.2446,4953446.2842,4953446.2842
20230215,56.3907,4.3971,4.369,0.9313,4950806.6362,4950806.6362
20230216,56.9586,4.4414,4.413,1.0729,5000666.6556,5000666.6556
20230217,57.9107,4.5156,4.4868,1.1715,5084255.5117,5084255.5117
20230220,57.0321,4.4471,4.4187,0.8173,5007119.1287,5007119.1287
20230221,56.4475,4.4015,4.3734,0.7976,4955792.6381,4955792.6381
20230222,55.2883,4.3111,4.2836,0.9561,4854019.5396,4854019.5396
20230223,54.2994,4.234,4.207,0.8168,4767204.4469,4767204.4469
20230224,54.1625,4.2233,4.1964,0.5219,4755179.3834,4755179.3834
20230227,55.011,4.2895,4.2621,1.0114,4829676.1183,4829676.1183
20230228,54.6135,4.2585,4.2313,1.0492,4794774.1047,4794774.1047
20230301,54.4231,4.2437,4.2166,0.9506,4778056.3335,4778056.3335
20230302,54.0556,4.215,4.1881,0.7344,4745793.968,4745793.968
20230303,53.8986,4.2028,4.1759,0.6288,4732009.1391,4732009.1391
20230306,54.844,4.2765,4.2492,1.1544,4815011.4067,4815011.4067
20230307,54.4097,4.2426,4.2155,0.6018,4776883.1566,4776883.1566
20230308,53.5211,4.1733,4.1467,0.7499,4698866.8909,4698866.8909
20230309,53.02,4.1343,4.1078,0.6893,4654872.7561,4654872.7561
20230310,53.0834,4.1392,4.1128,0.6797,4660445.3465,4660445.3465
20230313,56.1335,4.377,4.3491,2.2895,4928222.9803,4928222.9803
20230314,55.5555,4.332,4.3043,0.91,4877483.0782,4877483.0782
20230315,54.4531,4.246,4.2189,0.7887,4780695.9816,4780695.9816
20230316,54.5533,4.2538,4.2266,1.0428,4789494.8086,4789494.8086
20230317,53.3006,4.1561,4.1296,0.9969,4679509.4716,4679509.4716
20230320,52.3017,4.0782,4.0522,0.9564,4591814.4962,4591814.4962
20230321,53.8518,4.1991,4.1723,0.8467,4727903.0198,4727903.0198
20230322,52.8997,4.1249,4.0985,0.7533,4644314.1637,4644314.1637
20230323,53.3774,4.1621,4.1355,0.5031,4686255.2389,4686255.2389
20230324,53.6881,4.1864,4.1596,0.5959,4713531.6025,4713531.6025
20230327,52.4186,4.0874,4.0613,0.7343,4602079.7943,4602079.7943
