trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,22.0365,4.9545,3.7818,0.3276,32338626.8197,31463379.6926
20230104,21.7987,4.9011,3.7409,0.377,31989682.7566,31123879.8243
20230105,22.0751,4.9632,3.7884,0.4104,32395212.3434,31518433.7253
20230106,21.6895,4.8765,3.7222,0.2959,31829357.106,30967893.3983
20230109,21.2525,4.7783,3.6472,0.495,31188054.5036,30343947.6942
20230110,21.426,4.8173,3.677,0.4877,31442689.3604,30591690.8414
20230111,21.1368,4.7523,3.6273,0.3817,31018297.9323,30178785.5961
20230112,20.989,4.719,3.602,0.3055,30801386.758,29967745.1374
20230113,21.6188,4.8606,3.7101,0.3784,31725616.9791,30866961.005
20230116,22.2807,5.0094,3.8237,0.6371,32697001.8034,31812055.2331
20230117,22.1735,5.1465,3.8053,0.3138,32539666.4418,31652964.5709
20230118,22.4351,5.2072,3.8502,0.4176,32923587.6861,32026424.009
20230119,23.4752,5.4486,4.0286,0.6756,34449908.7307,33511152.9947
20230120,23.4369,5.4397,4.0221,0.5153,34393725.134,33456500.394
20230130,23.6411,5.4871,4.0571,0.5604,34693370.9832,33747980.931
20230131,22.8754,5.3094,3.9257,0.5431,33569699.0486,32654928.9171
20230201,23.1306,5.3686,3.9695,0.3591,33944256.3601,33019279.5884
20230202,23.22,5.3894,3.9848,0.3885,34075351.4192,33146802.3233
20230203,23.4178,5.4353,4.0188,0.3842,34365633.3356,33429174.0936
20230206,23.3029,5.4086,3.9991,0.547,34197082.5454,33265216.2915
20230207,23.7751,5.5182,4.0801,0.6079,34890013.5718,33939265.0335
20230208,23.5454,5.4649,4.0407,0.3519,34552911.9914,33611349.4293
20230209,24.075,5.5878,4.1316,0.4194,35330118.4129,34367377.0723
20230210,23.4178,5.4353,4.0188,0.4435,34365633.3356,33429174.0936
20230213,23.354,5.4205,4.0078,0.3788,34271994.0077,33338086.4258
20230214,23.086,5.3583,3.9619,0.2633,33878708.8306,32955518.2209
20230215,23.086,5.3583,3.9619,0.2813,33878708.8306,32955518.2209
20230216,23.858,5.5375,4.0944,1.1528,35011744.6981,34057679.0016
20230217,23.2965,5.4071,3.998,0.4989,34187718.6126,33256107.5247
20230220,28.2513,5.7315,4.357,1.0133,36238419.8934,35250927.4502
20230221,28.2951,5.7403,4.3637,0.6716,36294603.4902,35305580.0509
20230222,27.8643,5.653,4.2973,0.466,35742131.4556,34768162.8107
20230223,27.5504,5.5893,4.2489,0.3142,35339482.3457,34376485.839
20230224,27.5066,5.5804,4.2421,0.31,35283298.749,34321833.2383
20230227,27.1708,5.5123,4.1903,0.2884,34852557.8407,33902829.9663
20230228,28.0176,5.6841,4.3209,0.4635,35938774.0442,34959446.9132
20230301,29.0616,5.8959,4.4819,0.7313,37277816.433,36262000.5631
20230302,28.7623,5.8351,4.4358,0.4619,36893895.1887,35888541.125
20230303,28.7404,5.8307,4.4324,0.3139,36865803.3903,35861214.8247
20230306,29.1273,5.9092,4.4921,0.382,37362091.8281,36343979.4642
20230307,28.4119,5.764,4.3817,0.4097,36444426.4148,35451320.3194
20230308,28.4703,5.7759,4.3907,0.3558,36519337.8771,35524190.4537
20230309,27.9738,5.6752,4.3142,0.3833,35882590.4474,34904794.3125
20230310,27.6015,5.5997,4.2568,0.4437,35405029.8752,34440247.2065
20230313,28.6236,5.807,4.4144,0.571,36715980.4657,35715474.5561
20230314,28.3973,5.7611,4.3795,0.4287,36425698.5492,35433102.7859
20230315,28.5287,5.7877,4.3997,0.7881,36594249.3394,35597060.588
20230316,27.7475,5.6293,4.2793,0.4566,35592308.531,34622422.5422
20230317,29.4558,5.9758,4.5427,1.0388,37783468.8036,36753873.9694
20230320,30.1201,6.1106,4.6452,1.2299,38635586.6874,37582771.7467
20230321,29.9303,6.0721,4.6159,0.4981,38392124.4349,37345943.8103
20230322,31.2443,6.3387,4.8185,0.7918,40077632.3369,38985521.8312
20230323,32.7043,6.6349,5.0437,1.152,41950418.8947,40807275.1878
20230324,32.5583,6.6053,5.0212,0.7399,41763140.2389,40625099.8522
20230327,31.8356,6.4586,4.9097,1.1202,40836110.8928,39723331.9407
20230328,30.9888,6.2868,4.7791,0.7399,39749894.6893,38666714.9938
20230329,31.2443,6.3387,4.8185,0.5434,40077632.3369,38985521.8312
20230330,30.3683,6.161,4.6834,0.7749,38953960.4022,37892469.8173
20230331,31.1421,6.3179,4.8028,0.6728,39946537.2779,38857999.0963
20230403,30.9742,6.2839,4.7769,1.0044,39731166.8237,38648497.4603
20230404,32.7846,6.6512,5.0561,1.2207,42053422.1554,40907471.6225
20230406,32.0181,6.4957,4.9379,0.8356,41070209.2126,39951051.1102
20230407,33.2737,6.7504,5.1315,0.8615,42680805.6523,41517758.9969
20230410,32.8868,6.6719,5.0719,1.1238,42184517.2144,41034994.3574
20230411,32.3977,6.5727,4.9964,0.6473,41557133.7176,40424706.983
20230412,33.8504,6.8674,5.2205,0.7186,43420556.3426,42237351.5728
20230413,32.9963,6.6941,5.0887,0.4814,42324976.2063,41171625.8592
20230414,32.5291,6.5993,5.0167,0.7493,41725684.5078,40588664.785
20230417,33.2846,5.8443,4.9676,0.8285,41154484.6077,40033030.0113
20230418,32.9741,5.7898,4.9212,0.5999,40770563.3633,39659570.5732
20230419,32.6863,5.7393,4.8783,0.5124,40414733.9173,39313437.4354
20230420,31.52,5.5345,4.7042,1.5016,38972688.2678,37910687.3508
20230421,30.0811,5.2818,4.4895,0.979,37193541.0379,36180021.6621
20230424,29.7252,5.2193,4.4364,0.6458,36753436.1968,35751909.6233
20230425,28.362,4.98,4.2329,1.1357,35067928.2948,34112331.6023
20230426,28.0969,4.9334,4.1933,0.7869,34740190.6472,33793524.7649
20230427,28.7028,5.0398,4.2838,0.5286,35489305.2703,34522226.1076
20230428,28.5892,5.0199,4.2668,0.4782,35348846.2785,34385594.6058
20230504,28.1726,4.9467,4.2047,0.4714,34833829.9751,33884612.4328
20230505,27.3093,4.7951,4.0758,0.6648,33766341.6371,32846213.0195
20230508,27.2032,4.7765,4.06,0.5648,33635246.5781,32718690.2845
20230509,27.226,4.7805,4.0634,0.4365,33663338.3765,32746016.5849
20230510,27.5668,4.8403,4.1142,0.3666,34084715.352,33155911.0901
20230511,27.4683,4.8231,4.0995,0.2622,33962984.2257,33037497.1219
20230512,26.8473,4.714,4.0069,0.3635,33195141.737,32290578.2457
20230515,26.7791,4.702,3.9967,0.4548,33110866.3419,32208599.3447
20230516,26.8473,4.714,4.0069,0.3447,33195141.737,32290578.2457
20230517,26.5065,4.6542,3.956,0.2919,32773764.7615,31880683.7405
20230518,26.9079,4.7247,4.0159,0.4316,33270053.1993,32363448.38
20230519,26.9761,5.2228,4.0261,0.5303,33354328.5944,32445427.281
20230522,27.173,5.2609,4.0555,0.3448,33597790.8469,32682255.2174
20230523,27.7788,5.3782,4.1459,0.4942,34346905.4701,33410956.56
20230524,27.2638,5.2785,4.069,0.2804,33710158.0404,32791560.4188
20230525,26.4686,5.1245,3.9503,0.4855,32726945.0976,31835139.9066
20230526,26.8397,5.1964,4.0057,0.3825,33185777.8042,32281469.479
20230529,25.7492,4.9852,3.843,0.6339,31837371.4826,30969807.0622
20230530,26.6277,5.1553,3.9741,0.4132,32923587.6861,32026424.009
20230531,26.4005,5.1113,3.9402,0.2823,32642669.7025,31753161.0055
20230601,27.1881,5.2638,4.0577,0.5573,33616518.7125,32700472.751
20230602,27.1957,5.2653,4.0588,0.325,33625882.6453,32709581.5178
20230605,27.2638,5.2785,4.069,0.3752,33710158.0404,32791560.4188
20230606,26.4308,5.1172,3.9447,0.3416,32680125.4336,31789596.0727
20230607,26.2945,5.0908,3.9243,0.2689,32511574.6434,31625638.2706
20230608,26.1657,5.0659,3.9051,0.2039,32352387.786,31470789.2353
20230609,24.5072,4.7448,3.6576,1.3026,30301686.5052,29475969.3098
20230612,24.0452,4.6553,3.5886,0.8935,29730486.6051,28920334.536
20230613,25.4311,4.9237,3.7955,0.8577,31444086.3055,30587238.8573
20230614,25.2721,4.8929,3.7718,0.5075,31247443.7169,30395954.7549
20230615,25.3251,4.9031,3.7797,0.4059,31312991.2464,30459716.1224
20230616,26.6125,5.1524,3.9718,0.6871,32904859.8205,32008206.4755
20230619,27.3774,5.3005,4.086,0.7739,33850617.0322,32928191.9205
20230620,27.5213,5.3283,4.1074,0.5554,34028531.7552,33101258.4894
20230621,26.6277,5.1553,3.9741,0.4341,32923587.6861,32026424.009
20230626,25.628,4.9618,3.8249,0.465,31687548.558,30824066.7937
20230627,25.8249,4.9999,3.8543,0.3818,31931010.8105,31060894.73
