trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,4.5278,0.7437,0.377,0.7305,4556358.1691,4556358.1691
20230104,4.9806,0.8181,0.4147,1.8467,5011993.986,5011993.986
20230105,5.0097,0.8229,0.4171,1.8079,5041317.0832,5041317.0832
20230106,5.0411,0.828,0.4197,1.4752,5072895.8031,5072895.8031
20230109,4.9671,0.8159,0.4136,1.1631,4998460.2489,4998460.2489
20230110,4.994,0.8203,0.4158,0.7577,5025527.7232,5025527.7232
20230111,5.012,0.8232,0.4173,0.9451,5043572.706,5043572.706
20230112,4.8596,0.7982,0.4046,0.9561,4890190.3518,4890190.3518
20230113,4.9201,0.8082,0.4096,0.6823,4951092.1689,4951092.1689
20230116,4.8349,0.7942,0.4026,1.3943,4865378.5004,4865378.5004
20230117,4.8058,0.7894,0.4001,0.6275,4836055.4033,4836055.4033
20230118,4.7071,0.7732,0.3919,0.8415,4736807.9976,4736807.9976
20230119,4.743,0.7791,0.3949,0.6642,4772897.9633,4772897.9633
20230120,4.8461,0.796,0.4035,0.8808,4876656.6147,4876656.6147
20230130,4.6511,0.764,0.3872,1.4195,4680417.4262,4680417.4262
20230131,4.7654,0.7827,0.3968,1.2077,4795454.1919,4795454.1919
20230201,4.6847,0.7695,0.39,0.9598,4714251.769,4714251.769
20230202,4.5839,0.7529,0.3816,1.2731,4612748.7405,4612748.7405
20230203,4.5233,0.743,0.3766,0.6992,4551846.9234,4551846.9234
20230206,4.3888,0.7209,0.3654,0.8036,4416509.552,4416509.552
20230207,4.5032,0.7397,0.3749,0.771,4531546.3177,4531546.3177
20230208,4.4964,0.7386,0.3744,0.8208,4524779.4491,4524779.4491
20230209,4.539,0.7456,0.3779,0.6356,4567636.2834,4567636.2834
20230210,4.6018,0.7559,0.3831,0.7944,4630793.7234,4630793.7234
20230213,4.483,0.7364,0.3733,1.378,4511245.712,4511245.712
20230214,4.4494,0.7308,0.3705,0.9447,4477411.3692,4477411.3692
20230215,4.3328,0.7117,0.3607,0.8905,4360118.9806,4360118.9806
20230216,4.2656,0.7006,0.3551,1.0838,4292450.295,4292450.295
20230217,4.2207,0.6933,0.3514,0.5404,4247337.8378,4247337.8378
20230220,4.3373,0.7124,0.3611,0.8379,4364630.2264,4364630.2264
20230221,4.4359,0.7286,0.3693,0.9936,4463877.632,4463877.632
20230222,4.418,0.7257,0.3678,0.5378,4445832.6492,4445832.6492
20230223,4.4606,0.7327,0.3714,0.7507,4488689.4834,4488689.4834
20230224,4.3933,0.7216,0.3658,0.4189,4421020.7978,4421020.7978
20230227,4.3418,0.7132,0.3615,0.4533,4369141.4721,4369141.4721
20230228,4.3799,0.7194,0.3647,0.4948,4407487.0606,4407487.0606
20230301,4.3687,0.7176,0.3637,0.5207,4396208.9463,4396208.9463
20230302,4.2969,0.7058,0.3578,0.6765,4324029.015,4324029.015
20230303,4.3238,0.7102,0.36,0.5183,4351096.4892,4351096.4892
20230306,4.214,0.6922,0.3509,0.9609,4240570.9693,4240570.9693
20230307,4.1064,0.6745,0.3419,0.5366,4132301.0722,4132301.0722
20230308,4.0683,0.6682,0.3387,0.771,4093955.4836,4093955.4836
20230309,4.0526,0.6657,0.3374,0.4871,4078166.1236,4078166.1236
20230310,3.945,0.648,0.3285,0.7536,3969896.2266,3969896.2266
20230313,3.9069,0.6417,0.3253,0.7381,3931550.638,3931550.638
20230314,3.8509,0.6325,0.3206,1.1106,3875160.0666,3875160.0666
20230315,3.8823,0.6377,0.3232,0.6634,3906738.7866,3906738.7866
20230316,3.8038,0.6248,0.3167,0.6355,3827791.9866,3827791.9866
20230317,3.8083,0.6255,0.3171,0.7233,3832303.2323,3832303.2323
20230320,3.7142,0.6101,0.3092,0.9373,3737567.0724,3737567.0724
20230321,3.7679,0.6189,0.3137,0.7886,3791702.0209,3791702.0209
20230322,3.8061,0.6252,0.3169,0.6433,3830047.6095,3830047.6095
20230323,3.815,0.6266,0.3176,0.4418,3839070.1009,3839070.1009
20230324,3.8912,0.6392,0.324,1.8513,3915761.278,3915761.278
20230327,3.7724,0.6196,0.3141,1.6534,3796213.2666,3796213.2666
20230328,3.685,0.6053,0.3068,0.8572,3708243.9753,3708243.9753
20230329,3.6738,0.6034,0.3059,0.7117,3696965.861,3696965.861
20230330,3.6828,0.6049,0.3066,0.5659,3705988.3524,3705988.3524
20230331,3.6626,0.6016,0.3049,0.5981,3685687.7467,3685687.7467
20230403,26.8636,0.6295,0.3243,0.8642,3744333.941,3744333.941
20230404,26.103,0.6117,0.3151,0.9548,3638319.6667,3638319.6667
20230406,26.103,0.6117,0.3151,0.5636,3638319.6667,3638319.6667
20230407,28.0611,0.6576,0.3388,2.0235,3911250.0323,3911250.0323
20230410,28.4819,0.6674,0.3438,1.7329,3969896.2266,3969896.2266
20230411,28.3686,0.6648,0.3425,1.0041,3954106.8666,3954106.8666
20230412,28.2067,0.661,0.3405,0.9928,3931550.638,3931550.638
20230413,27.7698,0.6507,0.3352,0.6536,3870648.8209,3870648.8209
20230414,27.3814,0.6416,0.3306,0.8172,3816513.8724,3816513.8724
20230417,27.3652,0.6413,0.3304,0.7242,3814258.2495,3814258.2495
20230418,27.3167,0.6401,0.3298,0.9099,3807491.3809,3807491.3809
20230419,26.1677,0.6132,0.3159,1.0497,3647342.1582,3647342.1582
20230420,25.5851,0.5995,0.3089,0.8305,3566139.7353,3566139.7353
20230421,24.8893,0.5832,0.3005,0.8498,3469147.9525,3469147.9525
20230424,24.42,0.5722,0.2948,0.7059,3403734.8897,3403734.8897
20230425,24.1125,0.565,0.2911,0.6842,3360878.0554,3360878.0554
20230426,24.1125,0.565,0.2911,0.5311,3360878.0554,3360878.0554
20230427,24.0316,0.5631,0.2901,0.492,3349599.9412,3349599.9412
20230428,24.0639,0.5639,0.2905,0.6936,3354111.1869,3354111.1869
20230504,22.2187,0.5668,0.3033,0.9248,3428546.7411,3428546.7411
20230505,23.4319,0.5977,0.3199,1.6582,3615763.4382,3615763.4382
20230508,23.1249,0.5899,0.3157,1.2952,3568395.3582,3568395.3582
20230509,23.0519,0.588,0.3147,1.1483,3557117.2439,3557117.2439
20230510,22.818,0.5821,0.3115,0.6264,3521027.2782,3521027.2782
20230511,23.1688,0.591,0.3163,0.7076,3575162.2268,3575162.2268
20230512,22.8618,0.5832,0.3121,0.5703,3527794.1468,3527794.1468
20230515,22.7303,0.5798,0.3103,0.6269,3507493.5411,3507493.5411
20230516,22.3941,0.5713,0.3057,0.5908,3455614.2154,3455614.2154
20230517,22.2625,0.5679,0.3039,0.3868,3435313.6097,3435313.6097
20230518,21.7509,0.5549,0.2969,0.5991,3356366.8097,3356366.8097
20230519,21.3855,0.5455,0.292,0.4938,3299976.2383,3299976.2383
20230522,21.2685,0.5426,0.2904,0.7654,3281931.2555,3281931.2555
20230523,20.8885,0.5329,0.2852,0.7813,3223285.0612,3223285.0612
20230524,20.2014,0.5153,0.2758,0.7603,3117270.787,3117270.787
20230525,20.3476,0.5191,0.2778,0.7131,3139827.0156,3139827.0156
20230526,20.7861,0.5302,0.2838,0.7637,3207495.7012,3207495.7012
20230529,20.4353,0.5213,0.279,0.5343,3153360.7527,3153360.7527
20230530,20.8738,0.5325,0.285,0.8048,3221029.4384,3221029.4384
20230531,20.4353,0.5213,0.279,0.8406,3153360.7527,3153360.7527
20230601,20.2745,0.5172,0.2768,0.6398,3128548.9013,3128548.9013
20230602,21.6778,0.553,0.2959,1.637,3345088.6954,3345088.6954
20230605,21.2247,0.5414,0.2898,0.8895,3275164.3869,3275164.3869
20230606,21.1808,0.5403,0.2892,1.774,3268397.5183,3268397.5183
20230607,21.2831,0.5429,0.2906,1.2705,3284186.8783,3284186.8783
20230608,21.8094,0.5563,0.2977,1.3845,3365389.3012,3365389.3012
20230609,21.327,0.544,0.2912,0.9522,3290953.7469,3290953.7469
20230612,21.4439,0.547,0.2928,0.8717,3308998.7298,3308998.7298
20230613,21.4878,0.5481,0.2934,0.7011,3315765.5983,3315765.5983
20230614,21.0493,0.537,0.2874,0.7702,3248096.9126,3248096.9126
20230615,21.6924,0.5534,0.2961,0.8822,3347344.3183,3347344.3183
20230616,22.014,0.5616,0.3005,1.0547,3396968.0211,3396968.0211
20230619,21.2393,0.5418,0.29,0.9859,3277420.0098,3277420.0098
20230620,20.6546,0.5269,0.282,0.7864,3187195.0955,3187195.0955
20230621,20.1868,0.515,0.2756,0.73,3115015.1641,3115015.1641
20230626,19.6021,0.5,0.2676,0.7093,3024790.2499,3024790.2499
20230627,21.5609,0.55,0.2943,2.0337,3327043.7126,3327043.7126
20230628,21.9555,0.5601,0.2997,2.1754,3387945.5297,3387945.5297
20230629,21.0785,0.5377,0.2878,1.376,3252608.1584,3252608.1584
20230630,21.0639,0.5373,0.2876,1.1055,3250352.5355,3250352.5355
20230703,20.9908,0.5355,0.2866,0.8948,3239074.4212,3239074.4212
20230704,20.5815,0.525,0.281,0.9927,3175916.9812,3175916.9812
20230705,20.5961,0.5254,0.2812,0.7447,3178172.6041,3178172.6041
20230706,20.7569,0.5295,0.2834,0.8993,3202984.4555,3202984.4555
20230707,20.3915,0.5202,0.2784,0.8291,3146593.8841,3146593.8841
20230710,20.4792,0.5224,0.2796,0.5045,3160127.6213,3160127.6213
20230711,20.333,0.5187,0.2776,1.0363,3137571.3927,3137571.3927
20230712,19.9968,0.5101,0.273,0.7997,3085692.067,3085692.067
20230713,20.4061,0.5206,0.2786,0.8012,3148849.507,3148849.507
20230714,20.2453,0.5164,0.2764,0.5317,3124037.6556,3124037.6556
20230717,20.2453,0.5164,0.2764,0.3842,3124037.6556,3124037.6556
