trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,13.1787,3.2875,1.065,1.16,27724765.7887,21580899.7669
20230104,12.8908,3.2157,1.0418,0.6634,27119191.6072,21109522.0892
20230105,13.0035,3.2438,1.0509,0.7922,27356155.4174,21293974.224
20230106,13.0535,3.2563,1.0549,0.5145,27461472.6663,21375952.9505
20230109,14.3176,3.5716,1.1571,1.9014,30120733.2026,23445915.7962
20230110,14.28,3.5623,1.154,0.9135,30041745.2658,23384431.7512
20230111,14.3795,3.5873,1.1621,0.7399,30251069.9038,23548389.2044
20230112,14.2919,3.5654,1.155,0.745,30066772.6981,23404926.4329
20230113,14.4546,3.606,1.1681,0.6896,30409038.9372,23671357.2942
20230116,14.4046,3.5935,1.1641,0.9378,30303726.2482,23589378.5676
20230117,14.1292,3.5249,1.1419,0.9158,29724506.459,23138495.5716
20230118,14.2544,3.5561,1.152,0.6408,29987788.1814,23343442.388
20230119,14.4922,3.6154,1.1712,0.5982,30488023.4539,23732841.3391
20230120,14.9052,3.7184,1.2046,1.0499,31356853.1378,24409165.8332
20230130,14.4296,3.5998,1.1661,1.5045,30356382.5927,23665670.0214
20230131,14.755,3.681,1.1924,1.0526,31040915.071,24199327.8016
20230201,15.3557,3.8308,1.241,1.2611,32304667.3385,25184542.165
20230202,15.1054,3.7684,1.2207,0.7649,31778103.8937,24774036.1803
20230203,14.8301,3.6997,1.1985,0.8336,31198884.1044,24322479.597
20230206,14.2544,3.5561,1.152,1.2535,29987788.1814,23378315.8321
20230207,14.4671,3.6092,1.1692,0.722,30435367.1094,23727245.9191
20230208,14.2294,3.5498,1.1499,0.5894,29935131.8369,23337265.2336
20230209,14.2669,3.5592,1.153,0.5521,30014116.3536,23398841.1313
20230210,14.0041,3.4936,1.1317,0.6397,29461224.7366,22967809.8473
20230213,14.1418,3.528,1.1429,0.6657,29750834.6312,23193588.1389
20230214,14.4797,3.6123,1.1702,0.8943,30461695.2817,23747771.2184
20230215,14.4797,3.6123,1.1702,0.8227,30461695.2817,23747771.2184
20230216,14.1042,3.5186,1.1398,0.6494,29671850.1145,23132012.2412
20230217,14.2168,3.5467,1.1489,0.7641,29908803.6646,23316739.9344
20230220,14.6298,3.6497,1.1823,0.8229,30777633.3486,23994074.8092
20230221,15.1805,3.7871,1.2268,1.2832,31936072.9271,24897187.9757
20230222,14.9552,3.7309,1.2086,0.7032,31462165.8268,24527732.5894
20230223,14.9552,3.7309,1.2086,0.4047,31462165.8268,24527732.5894
20230224,14.5547,3.631,1.1762,0.7921,30619664.3151,23870923.0138
20230227,14.2794,3.5623,1.154,0.6611,30040444.5258,23419366.4306
20230228,14.2794,3.5623,1.154,0.5165,30040444.5258,23419366.4306
20230301,14.9928,3.7403,1.2116,0.9372,31541150.3435,24589308.4871
20230302,15.1429,3.7777,1.2238,0.7901,31857088.4104,24835612.078
20230303,14.9928,3.7403,1.2116,0.4841,31541150.3435,24589308.4871
20230306,14.9302,3.7247,1.2066,0.6238,31409509.4823,24486681.9909
20230307,14.9928,3.7403,1.2116,0.9575,31541150.3435,24589308.4871
20230308,14.5923,3.6404,1.1793,0.7691,30698648.8318,23932498.9115
20230309,14.4671,3.6092,1.1692,0.4699,30435367.1094,23727245.9191
20230310,14.317,3.5717,1.157,0.4539,30119429.0426,23480942.3283
20230313,15.218,3.7965,1.2298,1.2183,32015057.4438,24958763.8734
20230314,15.0553,3.7559,1.2167,1.0511,31672791.2047,24691934.9833
