ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
601138.SH,20220430,20220331,0.16,2.6936,6.7711,3.0978,6.7939,2.1106
601138.SH,20220430,20220331,0.16,2.6936,6.7711,3.0978,6.7939,2.1106
601138.SH,20220810,20220630,0.35,5.8429,6.5042,3.0548,14.9112,2.1554
601138.SH,20220810,20220630,0.35,5.8429,6.5042,3.0548,14.9112,2.1554
601138.SH,20221031,20220930,0.59,9.8318,6.9201,3.2699,18.2497,7.1701
601138.SH,20221031,20220930,0.59,9.8318,6.9201,3.2699,18.2497,7.1701
601138.SH,20230315,20221231,1.02,16.1778,7.2622,3.9238,16.4466,0.3165
601138.SH,20230315,20221231,1.02,16.1778,7.2622,3.9238,16.4466,0.3165
601138.SH,20230428,20230331,0.16,2.3959,7.3614,2.9504,0.7863,-3.9136
601138.SH,20230428,20230331,0.16,2.3959,7.3614,2.9504,0.7863,-3.9136
601138.SH,20230809,20230630,0.36,5.6056,7.1723,3.462,-8.2056,4.2116
601138.SH,20231031,20230930,0.68,10.302,7.9582,4.1043,-8.9358,14.317
601138.SH,20240314,20231231,1.06,15.6338,8.0564,4.4125,-6.9375,4.818
601138.SH,20240430,20240331,0.21,2.9303,7.6382,3.5334,12.0876,33.772
601138.SH,20240814,20240630,0.44,6.2675,6.7323,3.2849,28.6854,22.0369
601138.SH,20241031,20240930,0.76,10.6724,6.824,3.4718,32.7095,12.2829
601138.SH,20250430,20241231,1.17,15.854,7.2761,3.8177,27.8783,10.3434
601138.SH,20250430,20250331,0.26,3.3763,6.7345,3.2737,35.157,24.9921
601138.SH,20250430,20250331,0.26,3.3763,6.7345,3.2737,35.157,24.9921
601138.SH,20250811,20250630,0.61,7.9599,6.6042,3.3645,35.5774,38.6111
