trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,16.6277,1.7308,1.4277,0.8206,1143925.138,1135483.5859
20230104,16.6403,1.7321,1.4288,0.8285,1144787.8266,1136339.9084
20230105,16.8033,1.749,1.4428,0.6711,1156002.7789,1147472.1004
20230106,16.7782,1.7464,1.4406,0.6701,1154277.4017,1145759.4555
20230109,16.9287,1.7621,1.4535,0.9906,1164629.6654,1156035.3251
20230110,16.8158,1.7503,1.4438,0.6162,1156865.4676,1148328.4229
20230111,16.7155,1.7399,1.4352,0.9475,1149963.9585,1141477.8432
20230112,16.703,1.7386,1.4342,0.5577,1149101.2698,1140621.5207
20230113,16.6779,1.736,1.432,0.6029,1147375.8925,1138908.8758
20230116,17.0541,1.7751,1.4643,1.3349,1173256.5518,1164598.5497
20230117,17.1795,1.7882,1.4751,0.8388,1181883.4382,1173161.7743
20230118,17.167,1.7869,1.474,0.6574,1181020.7495,1172305.4518
20230119,17.4303,1.8143,1.4966,0.9594,1199137.211,1190288.2236
20230120,17.656,1.8378,1.516,1.0246,1214665.6065,1205702.0279
20230130,17.8441,1.8574,1.5321,1.9434,1227605.9361,1218546.8648
20230131,17.819,1.8548,1.53,0.6726,1225880.5589,1216834.2199
20230201,18.2078,1.8952,1.5634,1.2588,1252623.9067,1243380.2163
20230202,18.1827,1.8926,1.5612,1.3452,1250898.5295,1241667.5714
20230203,18.5213,1.9279,1.5903,1.828,1274191.1228,1264788.2779
20230206,18.6341,1.9396,1.6,1.314,1281955.3205,1272495.18
20230207,18.8473,1.9618,1.6183,2.0911,1296621.0274,1287052.6619
20230208,18.7344,1.95,1.6086,1.2758,1288856.8297,1279345.7597
20230209,21.4054,2.2281,1.8379,8.5088,1472609.5102,1461742.4443
20230210,22.9227,2.386,1.9682,13.0928,1576994.8357,1565357.4624
20230213,24.1641,2.5152,2.0748,9.4378,1662401.0112,1650133.3862
20230214,22.6218,2.3547,1.9424,8.4822,1556290.3084,1544805.7233
20230215,23.8632,2.4839,2.0489,11.0035,1641696.4838,1629581.6471
20230216,22.6218,2.3547,1.9424,9.4892,1556290.3084,1544805.7233
20230217,21.5935,2.2476,1.8541,5.6917,1485549.8398,1474587.2813
20230220,22.5089,2.3429,1.9327,5.4345,1548526.1106,1537098.8211
20230221,22.1452,2.3051,1.9014,3.1105,1523508.14,1512265.4697
20230222,22.1703,2.3077,1.9036,2.8851,1525233.5173,1513978.1146
20230223,21.8192,2.2711,1.8734,2.0276,1501078.2353,1490001.0856
20230224,22.1954,2.3103,1.9057,3.717,1526958.8946,1515690.7595
20230227,21.3302,2.2202,1.8315,3.1093,1467433.3783,1456604.5096
20230228,21.7816,2.2672,1.8702,2.533,1498490.1694,1487432.1182
20230301,22.4211,2.3338,1.9251,3.4897,1542487.2901,1531104.5638
20230302,22.1954,2.3103,1.9057,2.6383,1526958.8946,1515690.7595
20230303,22.6092,2.3534,1.9413,3.1502,1555427.6197,1543949.4008
20230306,22.3835,2.3299,1.9219,2.6394,1539899.2242,1528535.5965
20230307,21.3929,2.2268,1.8368,3.1353,1471746.8215,1460886.1219
20230308,21.6938,2.2581,1.8627,2.8139,1492451.3489,1481437.861
20230309,21.6687,2.2555,1.8605,1.5167,1490725.9716,1479725.2161
20230310,21.0167,2.1876,1.8045,2.1696,1445866.1623,1435196.448
20230313,20.979,2.1837,1.8013,2.1993,1443278.0964,1432627.4806
20230314,20.3144,2.1145,1.7442,2.8485,1397555.5984,1387242.3901
20230315,19.8379,2.0649,1.7033,2.0401,1364773.4301,1354702.1365
20230316,19.2862,2.0075,1.656,2.31,1326815.1299,1317023.9481
20230317,20.2643,2.1093,1.7399,3.9925,1394104.8439,1383817.1002
20230320,21.2549,2.2124,1.825,4.6018,1462257.2465,1451466.5748
20230321,21.606,2.249,1.8551,3.9527,1486412.5284,1475443.6037
20230322,22.9603,2.3899,1.9714,8.5264,1579582.9017,1567926.4298
20230323,24.7535,2.5766,2.1254,10.0456,1702947.3773,1690380.542
20230324,24.4526,2.5452,2.0996,7.167,1682242.85,1669828.8029
20230327,24.6532,2.5661,2.1168,7.2129,1696045.8682,1683529.9623
20230328,23.161,2.4108,1.9887,5.2366,1593385.9199,1581627.5892
20230329,23.0606,2.4004,1.98,3.7377,1586484.4108,1574777.0095
20230330,22.6343,2.356,1.9434,3.3017,1557152.997,1545662.0457
20230331,22.4211,2.3338,1.9251,3.3675,1542487.2901,1531104.5638
20230403,22.1327,2.3038,1.9004,6.769,1522645.4514,1511409.1472
20230404,24.0011,2.4983,2.0608,10.2205,1651186.0589,1639001.1942
20230406,28.1518,2.9303,2.4172,14.725,1936735.999,1922443.9294
20230407,26.5592,2.7645,2.2804,10.7137,1827174.5416,1813690.9766
20230410,25.0419,2.6066,2.1502,8.1293,1722789.2161,1710075.9586
20230411,25.0294,2.6053,2.1491,7.1586,1721926.5274,1709219.6361
20230412,25.6815,2.6732,2.2051,9.7701,1766786.3368,1753748.4042
20230413,24.0137,2.4996,2.0619,8.2109,1652048.7475,1639857.5166
20230414,24.2895,2.5283,2.0856,5.5196,1671027.8976,1658696.6108
20230417,24.0262,2.5009,2.0629,4.0867,1652911.4362,1640713.8391
20230418,25.0043,2.6027,2.1469,6.0026,1720201.1502,1707506.9912
20230419,26.0451,2.711,2.2363,10.2382,1791804.3074,1778581.7557
20230420,23.6664,2.6974,2.373,9.8738,1871171.6623,1857363.4222
20230421,22.5862,2.5743,2.2647,7.8878,1785765.4869,1772587.4984
20230424,23.0444,2.6265,2.3107,6.6259,1821998.4098,1808553.0419
20230425,21.8006,2.4848,2.1859,6.1428,1723651.9047,1710932.2811
20230426,19.3783,2.2087,1.9431,8.8305,1532135.0264,1520828.6943
20230427,19.0618,2.1726,1.9113,5.3048,1507117.0558,1495995.3429
20230428,22.3797,2.267,2.0971,6.0148,1596836.6745,1585052.879
20230504,20.6749,2.0943,1.9374,4.7724,1475197.5761,1464311.4117
20230505,20.0945,2.0355,1.883,4.5888,1433788.5213,1423207.9335
20230508,20.6507,2.0919,1.9351,3.7751,1473472.1988,1462598.7668
20230509,20.7595,2.1029,1.9453,5.705,1481236.3966,1470305.669
20230510,20.1913,2.0453,1.8921,3.9076,1440690.0305,1430058.5132
20230511,20.3122,2.0576,1.9034,2.7914,1449316.9169,1438621.7378
20230512,19.6472,1.9902,1.8411,3.2964,1401869.0416,1391524.0024
20230515,19.7802,2.0037,1.8535,2.2273,1411358.6167,1400943.5495
20230516,19.3812,1.9633,1.8161,2.3582,1382889.8915,1372684.9082
20230517,19.6351,1.989,1.8399,1.9527,1401006.353,1390667.6799
20230518,21.219,2.1494,1.9884,6.7176,1514018.565,1502845.9226
20230519,22.5368,2.2829,2.1118,7.5382,1608051.6268,1596185.071
20230522,22.6215,2.3455,2.1198,5.9145,1614090.4473,1602179.3283
20230523,23.6613,2.4533,2.2172,9.201,1688281.6704,1675823.0601
20230524,24.3504,2.5248,2.2818,9.4428,1737454.923,1724633.4405
20230525,24.2658,2.516,2.2739,16.1021,1731416.1025,1718639.1832
20230526,29.1141,3.0187,2.7282,19.8446,2077354.2475,2062024.4909
20230529,30.8189,3.1955,2.8879,22.4556,2198993.3459,2182765.9582
20230530,32.5237,3.3722,3.0477,19.2918,2320632.4443,2303507.4255
20230531,33.8536,3.5101,3.1723,20.5686,2415528.1948,2397702.8964
20230601,33.7811,3.5026,3.1655,16.1089,2410352.063,2392564.9616
20230602,32.04,3.3221,3.0024,16.0352,2286124.8987,2269254.527
20230605,30.9035,3.2042,2.8959,14.5933,2205032.1664,2188760.2154
20230606,29.9846,3.109,2.8098,11.0531,2139467.8297,2123679.7082
20230607,30.0572,3.1165,2.8166,12.3352,2144643.9615,2128817.643
20230608,28.703,2.9761,2.6897,11.6705,2048022.8337,2032909.5272
20230609,30.3474,3.1466,2.8437,14.0861,2165348.4889,2149369.3821
20230612,31.0244,3.2168,2.9072,15.0193,2213659.0528,2197323.4401
20230613,31.097,3.2243,2.914,10.1998,2218835.1847,2202461.3748
20230614,32.2698,3.3459,3.0239,13.9407,2302515.9828,2285524.6537
20230615,30.831,3.1967,2.8891,12.4656,2199856.0346,2183622.2807
20230616,31.5201,3.2682,2.9536,9.1548,2249029.2871,2232432.661
20230619,32.1972,3.3384,3.0171,10.6876,2297339.851,2280386.719
20230620,31.2904,3.2444,2.9321,8.1858,2232638.2029,2216162.5342
20230621,29.3438,3.0425,2.7497,8.8485,2093745.3317,2078294.6177
20230626,27.7962,2.8821,2.6047,6.7307,1983321.1857,1968685.3424
20230627,27.5061,2.852,2.5775,3.9205,1962616.6583,1948133.6033
20230628,26.4905,2.7467,2.4823,5.4039,1890150.8124,1876202.5164
20230629,26.9499,2.7943,2.5254,4.7577,1922932.9808,1908742.77
20230630,29.1504,3.0225,2.7316,8.8592,2079942.3135,2064593.4583
20230703,29.0174,3.0087,2.7191,5.4704,2070452.7384,2055173.9112
20230704,29.0778,3.0149,2.7248,5.0789,2074766.1816,2059455.5235
20230705,28.5942,2.9648,2.6795,4.3439,2040258.636,2025202.625
20230706,29.9726,3.1077,2.8086,7.1703,2138605.141,2122823.3858
20230707,28.437,2.9485,2.6647,5.507,2029043.6836,2014070.433
20230710,27.9051,2.8933,2.6149,3.43,1991085.3834,1976392.2446
20230711,28.0381,2.9071,2.6273,2.7435,2000574.9585,1985811.7917
20230712,26.9015,2.7893,2.5209,2.9201,1919482.2262,1905317.4802
20230713,29.1383,3.0212,2.7304,5.8531,2079079.6248,2063737.1358
20230714,31.2783,3.2431,2.931,10.0691,2231775.5143,2215306.2118
20230717,32.4995,3.3697,3.0454,11.3708,2318907.067,2301794.7805
20230718,32.306,3.3497,3.0273,11.0863,2305104.0488,2288093.6211
20230719,32.4028,3.3597,3.0364,7.3949,2312005.5579,2294944.2008
20230720,29.5615,3.0651,2.7701,7.82,2109273.7272,2093708.422
20230721,29.2955,3.0375,2.7452,4.1459,2090294.5771,2074869.3278
20230724,30.3353,3.1453,2.8426,7.1331,2164485.8003,2148513.0597
20230725,30.7101,3.1842,2.8777,6.9441,2191229.1481,2175059.056
20230726,29.2108,3.0287,2.7372,5.6593,2084255.7567,2068875.0706
20230727,28.4491,2.9498,2.6659,3.9276,2029906.3723,2014926.7554
20230728,28.0622,2.9096,2.6296,3.8952,2002300.3358,1987524.4366
