ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
600519.SH,20220427,20220331,13.73,8.7025,92.3677,55.5866,18.4258,23.5803
600519.SH,20220427,20220331,13.73,8.7025,92.3677,55.5866,18.4258,23.5803
600519.SH,20220803,20220630,23.72,15.6135,92.1091,53.9866,17.3764,20.8482
600519.SH,20220803,20220630,23.72,15.6135,92.1091,53.9866,17.3764,20.8482
600519.SH,20221017,20220930,35.34,22.4101,91.8744,53.1366,16.7707,19.1424
600519.SH,20221017,20220930,35.34,22.4101,91.8744,53.1366,16.7707,19.1424
600519.SH,20230331,20221231,49.93,32.4077,91.8667,52.6795,16.8657,19.5507
600519.SH,20230331,20221231,49.93,32.4077,91.8667,52.6795,16.8657,19.5507
600519.SH,20230426,20230331,16.55,10.0028,92.5956,55.5393,20.0028,20.5852
600519.SH,20230426,20230331,16.55,10.0028,92.5956,55.5393,20.0028,20.5852
600519.SH,20230803,20230630,28.64,18.0614,91.7981,53.6564,20.7563,20.7643
600519.SH,20230803,20230630,28.64,18.0614,91.7981,53.6564,20.7563,20.7643
600519.SH,20231021,20230930,42.09,25.4632,91.7075,53.0919,18.481,19.0911
600519.SH,20240403,20231231,59.49,36.1755,91.9649,52.488,19.0119,19.1599
600519.SH,20240427,20240331,19.16,10.5688,92.6133,54.3573,18.1127,15.7268
600519.SH,20240809,20240630,33.19,19.2038,91.7603,52.6991,17.7575,15.8842
600519.SH,20241026,20240930,48.42,26.833,91.5314,52.1887,16.9537,15.0376
600519.SH,20241026,20240930,48.42,26.833,91.5314,52.1887,16.9537,15.0376
600519.SH,20250403,20241231,68.64,38.4283,91.9312,52.2734,15.712,15.38
600519.SH,20250430,20250331,21.38,10.9255,91.9736,54.8895,10.5415,11.5611
600519.SH,20250430,20250331,21.38,10.9255,91.9736,54.8895,10.5415,11.5611
600519.SH,20250813,20250630,36.18,19.2486,91.2993,52.5641,9.1032,8.8915
