ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
002508.SZ,20220420,20220331,0.3875,4.173,52.562,17.5446,9.3188,2.4736
002508.SZ,20220420,20220331,0.3875,4.173,52.562,17.5446,9.3188,2.4736
002508.SZ,20220826,20220630,0.76,8.2646,49.598,16.2336,2.7329,-8.4565
002508.SZ,20220826,20220630,0.76,8.2646,49.598,16.2336,2.7329,-8.4565
002508.SZ,20221025,20220930,1.3,13.6883,50.6256,17.0346,2.3492,-8.1143
002508.SZ,20221025,20220930,1.3,13.6883,50.6256,17.0346,2.3492,-8.1143
002508.SZ,20230426,20221231,1.67,17.1291,49.9842,15.1712,1.2199,18.0739
002508.SZ,20230426,20221231,1.67,17.1291,49.9842,15.1712,1.2199,18.0739
002508.SZ,20230426,20230331,0.41,3.9156,54.7903,17.7725,4.3672,5.7191
002508.SZ,20230426,20230331,0.41,3.9156,54.7903,17.7725,4.3672,5.7191
002508.SZ,20230824,20230630,0.87,8.37,51.9319,16.6821,11.0379,14.6734
002508.SZ,20231026,20230930,1.45,13.4771,52.031,17.1671,9.6222,11.3051
002508.SZ,20240425,20231231,1.83,17.1094,50.6543,15.3069,9.058,10.1999
002508.SZ,20240425,20240331,0.42,3.7152,50.6474,17.6535,2.7522,2.4905
002508.SZ,20240827,20240630,0.8,7.1161,48.8806,15.8353,-4.1646,-8.4799
002508.SZ,20241029,20240930,1.27,11.2756,50.4313,16.0322,-6.7758,-12.4402
002508.SZ,20250429,20241231,1.67,14.5373,49.6566,13.8727,0.096,-8.9675
002508.SZ,20250429,20250331,0.36,2.9951,52.7225,16.1648,-7.1965,-14.6572
002508.SZ,20250828,20250630,0.75,6.2952,50.4341,15.257,-2.576,-6.284
002508.SZ,20250828,20250630,0.75,6.2952,50.4341,15.257,-2.576,-6.284
