trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,76.4908,7.397,2.2392,1.0421,75829449.087,30339788.405
20230104,76.0855,7.3578,2.2274,0.6239,75427711.3731,30179050.8896
20230105,77.8416,7.5276,2.2788,1.0211,77168574.8003,30875580.1228
20230106,78.1705,7.5594,2.2884,1.1921,77494622.8001,31006033.7585
20230109,77.3424,7.4794,2.2642,0.9802,76673680.515,30677570.1402
20230110,78.285,7.5705,2.2918,1.4897,77608157.3714,31051459.578
20230111,78.9898,7.6387,2.3124,1.1021,78306831.6566,31331003.083
20230112,81.43,7.8747,2.3838,1.9187,80725991.3692,32298922.4689
20230113,81.8059,7.911,2.3948,1.1025,81098617.6546,32448012.3382
20230116,80.4022,7.7753,2.3538,1.4166,79707091.3699,31891254.8575
20230117,79.2834,7.6671,2.321,0.9587,78597945.9421,31447479.5434
20230118,78.9927,7.639,2.3125,0.7393,78309742.7995,31332167.8476
20230119,79.4332,7.6816,2.3254,0.6975,78746414.2278,31506882.5382
20230120,79.3069,7.6693,2.3217,0.8985,78621235.085,31456797.6602
20230130,82.8072,8.0078,2.4242,2.4198,82091317.3681,32845197.0682
20230131,83.9261,8.116,2.4569,1.6064,83200462.7959,33288972.3823
20230201,89.3675,8.6422,2.6162,2.3437,88594810.5062,35447281.1935
20230202,88.8653,8.5937,2.6015,1.2709,88097005.078,35248106.4462
20230203,86.6277,8.3773,2.536,1.3131,85878714.2225,34360555.818
20230206,85.1535,8.2347,2.4928,0.8624,84417320.5093,33775843.9868
20230207,84.8658,8.2069,2.4844,0.6597,84132028.5095,33661697.0556
20230208,83.885,8.1121,2.4557,0.7976,83159706.7959,33272665.6779
20230209,84.669,8.1879,2.4787,0.7783,83936981.9382,33583657.8271
20230210,82.7691,8.0041,2.423,1.1136,82053472.511,32830055.1283
20230213,82.9041,8.0172,2.427,0.8024,82187385.0824,32883634.3001
20230214,82.8014,8.0073,2.424,0.6323,82085495.0824,32842867.539
20230215,81.9292,7.9229,2.3985,0.7798,81220885.6545,32496932.4516
20230216,81.3478,7.8667,2.3814,0.8873,80644479.3692,32266309.06
20230217,79.7738,7.7145,2.3354,0.8671,79084106.7989,31641995.2323
20230220,80.1086,7.7469,2.3452,1.1221,79415977.0844,31774778.3971
20230221,80.6812,7.8022,2.3619,0.9761,79983649.9411,32001907.4949
20230222,79.4097,7.6793,2.3247,0.7305,78723125.0849,31497564.4214
20230223,79.4156,7.6798,2.3249,0.8616,78728947.3706,31499893.9506
20230224,78.5757,7.5986,2.3003,0.5741,77896360.5141,31166771.2738
20230227,76.294,7.378,2.2335,1.457,75634402.5158,30261749.1765
20230228,76.5847,7.4061,2.242,1.0331,75922605.6584,30377060.8723
20230301,77.9649,7.5396,2.2824,1.2334,77290842.8003,30924500.2362
20230302,77.4393,7.4887,2.267,0.9865,76769748.2292,30716007.3721
20230303,77.4628,7.491,2.2677,0.5493,76793037.372,30725325.4889
20230306,77.6037,7.5046,2.2718,0.9626,76932772.2291,30781234.1899
20230307,76.5495,7.4027,2.241,0.9095,75887671.9441,30363083.6971
20230308,75.4659,7.2979,2.2092,1.038,74813460.2306,29933285.5582
20230309,75.1958,7.2718,2.2013,0.8305,74545635.088,29826127.2146
20230310,71.3988,6.9046,2.0902,2.4337,70781527.3765,28320086.5817
20230313,70.6206,6.8293,2.0674,1.4367,70010074.5199,28011423.9616
20230314,70.4709,6.8149,2.063,1.7048,69861606.2343,27952020.9668
20230315,70.0715,6.7762,2.0513,1.0364,69465690.806,27793612.9806
20230316,68.9468,6.6675,2.0184,1.0163,68350723.0925,27347508.1373
20230317,69.863,6.7561,2.0452,1.1591,69258999.6633,27710914.6938
20230320,69.1759,6.6896,2.0251,0.7411,68577792.2352,27438359.7764
20230321,70.3329,6.8015,2.059,0.9347,69724782.5201,27897277.0304
20230322,71.4164,6.9063,2.0907,1.3337,70798994.2336,28327075.1693
20230323,72.0889,6.9713,2.1104,0.8367,71465645.9474,28593806.2636
20230324,72.2445,6.9864,2.1149,0.6956,71619936.5187,28655538.7876
20230327,71.5486,6.9191,2.0946,0.7941,70929995.6621,28379489.5765
20230328,71.948,6.9577,2.1063,0.7027,71325911.0904,28537897.5626
20230329,43.3805,6.4946,1.7004,1.2389,72109008.5184,28851219.2411
20230330,45.0443,6.7437,1.7657,1.7966,74874594.2306,29957745.6149
20230331,44.8376,6.7127,1.7576,1.4338,74531079.3737,29820303.3916
20230403,44.8201,6.7101,1.7569,1.1478,74501967.9452,29808655.7456
20230404,43.9444,6.579,1.7225,1.1826,73046396.5177,29226273.4436
20230406,43.7833,6.5549,1.7162,0.7035,72778571.375,29119115.1
20230407,43.6572,6.536,1.7113,0.59,72568969.0894,29035252.0485
20230410,43.9584,6.5811,1.7231,0.8419,73069685.6605,29235591.5604
20230411,43.7535,6.5504,1.7151,0.7508,72729081.9465,29099314.1017
20230412,42.6274,6.3818,1.6709,0.9644,70857217.0907,28350370.4614
20230413,42.5258,6.3666,1.6669,0.6951,70688370.8051,28282814.1143
20230414,43.0933,6.4516,1.6892,0.9058,71631581.0901,28660197.846
20230417,43.6852,6.5402,1.7124,0.7761,72615547.3751,29053888.2822
20230418,43.6082,6.5287,1.7094,0.6734,72487457.0895,29002638.6396
20230419,43.9322,6.5772,1.7221,0.9609,73026018.5177,29218120.0913
20230420,42.9111,6.4243,1.682,0.8612,71328822.2332,28539062.3272
20230421,42.5574,6.3714,1.6682,0.8933,70740771.3765,28303779.8772
20230424,44.3945,6.6464,1.7402,2.2925,73794560.2314,29525617.9468
20230425,42.785,6.4054,1.6771,1.6091,71119219.9477,28455199.2757
20230426,43.9584,6.5811,1.7231,1.4981,73069685.6605,29235591.5604
20230427,45.3455,6.7888,1.7775,2.0817,75375310.8017,30158085.1268
20230428,37.3466,6.4446,1.5602,1.6479,74484501.088,29801667.1579
20230504,36.8591,6.3605,1.5398,1.0141,73512179.3745,29412635.7802
20230505,36.5015,6.2988,1.5249,0.8795,72798949.375,29127268.4522
20230508,37.0795,6.3985,1.549,1.0442,73951761.9456,29588515.2354
20230509,36.5073,6.2998,1.5251,0.7717,72810593.9464,29131927.5106
20230510,37.9203,6.5436,1.5841,2.178,75628580.23,30259419.6473
20230511,38.4983,6.6433,1.6083,1.8393,76781392.8006,30720666.4305
20230512,37.9655,6.5514,1.586,0.8978,75718825.6586,30295527.35
20230515,38.6662,6.6723,1.6153,1.1756,77116174.229,30854614.36
20230516,38.6997,6.6781,1.6167,0.7009,77183130.5146,30881403.9459
20230517,38.0969,6.5741,1.5915,0.7689,75980828.5155,30400356.1644
20230518,37.8166,6.5257,1.5798,0.8645,75421889.0873,30176721.3604
20230519,37.8312,6.5282,1.5804,0.516,75451000.5159,30188369.0065
20230522,38.6953,6.6773,1.6165,1.0317,77174397.0861,30877909.652
20230523,38.3786,6.6227,1.6033,0.778,76542679.0865,30625155.733
20230524,38.2297,6.597,1.5971,0.5846,76245742.5153,30506349.7434
20230525,37.3087,6.4381,1.5586,1.134,74408811.3738,29771383.2782
20230526,36.0519,6.2212,1.5061,1.5953,71902317.3756,28768520.9542
20230529,35.7512,6.1693,1.4935,1.0708,71302621.9475,28528579.4458
20230530,36.8124,6.3524,1.5379,1.4327,73419022.8031,29375363.3129
20230531,37.0255,6.3892,1.5468,1.0164,73844049.6599,29545418.9451
20230601,37.2868,6.4343,1.5577,0.7447,74365144.231,29753911.8092
20230602,37.8137,6.5252,1.5797,0.9502,75416066.8016,30174391.8312
20230605,37.7057,6.5066,1.5752,0.8997,75200642.2304,30088199.2505
20230606,38.0794,6.571,1.5908,1.1074,75945894.8012,30386378.9892
20230607,37.4473,6.462,1.5644,0.8628,74685369.945,29882035.9156
20230608,37.2211,6.4229,1.5549,0.5534,74234142.8025,29701497.402
20230609,37.659,6.4985,1.5732,0.9228,75107485.659,30050926.7832
20230612,38.0254,6.5617,1.5885,0.8834,75838182.5156,30343282.6988
20230613,38.129,6.5796,1.5929,0.6998,76044873.6583,30425980.9857
20230614,38.3888,6.6244,1.6037,1.0798,76563057.0865,30633309.0852
20230615,39.685,6.8481,1.6579,2.0945,79148151.9417,31667620.0536
20230616,39.5682,6.828,1.653,1.3075,78915260.5133,31574438.8852
20230619,39.2953,6.7809,1.6416,1.0609,78370876.7995,31356627.9043
20230620,39.1551,6.7567,1.6357,0.8789,78091407.0854,31244810.5023
20230621,39.0865,6.7448,1.6329,0.9256,77954583.3712,31190066.5659
20230626,38.3728,6.6217,1.603,0.8715,76531034.5151,30620496.6746
20230627,37.9582,6.5501,1.5857,0.8502,75704269.9443,30289703.527
20230628,37.9874,6.5552,1.587,0.4917,75762492.8014,30312998.8191
20230629,37.3233,6.4406,1.5592,0.7168,74437922.8024,29783030.9243
20230630,37.6984,6.5053,1.5749,0.6501,75186086.5161,30082375.4275
20230703,39.0427,6.7373,1.631,1.3957,77867249.0855,31155123.6278
20230704,39.6295,6.8385,1.6556,1.3489,79037528.5133,31623358.9986
20230705,38.9727,6.7252,1.6281,0.7987,77727514.2285,31099214.9268
20230706,39.1332,6.7529,1.6348,0.7187,78047739.9426,31227339.0332
20230707,38.5932,6.6597,1.6123,0.5339,76970617.0862,30796376.1298
20230710,38.4691,6.6383,1.6071,0.5913,76723169.9435,30697371.1384
20230711,39.3128,6.7839,1.6423,0.8792,78405810.5137,31370605.0795
20230712,38.7698,6.6902,1.6196,0.7472,77322865.3717,30937312.6468
20230713,39.0938,6.7461,1.6332,0.7105,77969139.0855,31195890.3889
20230714,38.5946,6.66,1.6123,0.8819,76973528.2291,30797540.8944
20230717,38.6063,6.662,1.6128,0.6776,76996817.3719,30806859.0112
20230718,38.7508,6.6869,1.6188,0.8453,77285020.5145,30922170.707
20230719,38.6559,6.6705,1.6149,0.4314,77095796.229,30846461.0077
20230720,38.6735,6.6736,1.6156,0.7836,77130729.9432,30860438.183
20230721,38.5815,6.6577,1.6118,0.6464,76947327.9434,30787058.0129
20230724,37.586,6.4859,1.5702,0.8238,74961928.5163,29992688.553
20230725,38.6209,6.6645,1.6134,1.4929,77025928.8004,30818506.6572
20230726,38.256,6.6015,1.5982,0.5655,76298143.0867,30527315.5062
20230727,38.1888,6.5899,1.5954,0.9672,76164230.5154,30473736.3345
20230728,38.9727,6.9244,1.6281,1.4879,77727514.2285,31099214.9268
20230731,39.7025,7.054,1.6586,1.8464,79183085.656,31681597.2288
20230801,39.1916,6.9633,1.6373,1.0332,78164185.6568,31273929.6174
20230802,39.1186,6.9503,1.6342,0.7503,78018628.514,31215691.3872
20230803,39.1522,6.9563,1.6356,0.5681,78085584.7997,31242480.9731
20230804,39.1624,6.9581,1.636,0.756,78105962.7997,31250634.3253
20230807,38.9712,6.9241,1.6281,0.5512,77724603.0856,31098050.1622
20230808,38.4326,6.8284,1.6055,0.7874,76650391.3722,30668252.0233
20230809,38.3742,6.818,1.6031,0.6224,76533945.658,30621661.4392
20230810,38.345,6.8129,1.6019,0.5153,76475722.8009,30598366.1471
20230811,37.8415,6.7234,1.5809,0.7394,75471378.5159,30196522.3587
20230814,35.8811,6.3751,1.499,2.1712,71561713.6616,28632243.4955
20230815,35.6943,6.3419,1.4912,0.9875,71189087.3762,28483153.6262
20230816,35.6447,6.3331,1.4891,0.6867,71090108.5191,28443551.6297
20230817,35.9089,6.38,1.5001,0.7455,71617025.3759,28654374.023
20230818,35.074,6.2317,1.4652,0.8454,69951851.6628,27988128.6695
20230821,34.2157,6.0792,1.4294,1.0979,68240099.6641,27303247.0824
20230822,34.2347,6.0826,1.4302,0.9626,68277944.5212,27318389.0222
20230823,33.5851,5.9671,1.403,0.6975,66982485.9507,26800068.7734
20230824,34.2872,6.0919,1.4324,0.917,68382745.664,27360320.548
20230825,33.9515,6.0322,1.4183,0.5733,67713182.8073,27092424.689
20230828,34.3792,6.1082,1.4362,1.1464,68566147.6638,27433700.718
20230829,29.9487,6.3982,1.346,1.8306,71820805.3757,28735907.5453
20230830,30.3238,6.077,1.3629,1.3066,72720348.5179,29095819.8079
20230831,30.2752,6.0672,1.3607,0.7618,72603902.8037,29049229.2238
20230901,30.2412,6.0604,1.3592,0.6677,72522390.8038,29016615.8148
20230904,30.6454,6.1414,1.3773,0.8286,73491801.3745,29404482.428
20230905,30.2303,6.0582,1.3587,0.6402,72496190.5181,29006132.9334
20230906,30.4027,6.0928,1.3664,0.566,72909572.8035,29171529.5072
20230907,30.1538,6.0429,1.3552,0.523,72312788.5182,28932752.7634
20230908,29.6258,5.9371,1.3315,0.5807,71046441.3763,28426080.1606
20230911,29.9851,6.0091,1.3477,0.6569,71908139.6614,28770850.4834
20230912,30.5896,6.1302,1.3748,1.0262,73357888.8031,29350903.2562
20230913,30.5362,6.1195,1.3724,0.7854,73229798.5175,29299653.6136
20230914,29.5748,5.9269,1.3292,1.31,70924173.3764,28377160.0473
20230915,29.6549,5.9429,1.3328,0.7062,71116308.8048,28454034.5111
20230918,30.03,6.0181,1.3497,0.8277,72015851.947,28813946.7738
20230919,30.0045,6.013,1.3485,0.5357,71954717.947,28789486.7171
20230920,29.6197,5.9359,1.3312,0.4679,71031885.662,28420256.3376
20230921,29.0953,5.8308,1.3077,0.7981,69774271.9486,27917078.0287
20230922,29.7471,5.9614,1.337,0.8308,71337555.6618,28542556.621
20230925,29.8382,5.9797,1.3411,0.5562,71555891.3759,28629913.9663
20230926,28.952,5.8021,1.3012,1.0171,69430757.0918,27779635.8054
20230927,28.8707,5.7858,1.2976,0.6502,69235710.5205,27701596.5769
20230928,28.7335,5.7583,1.2914,0.732,68906751.3779,27569978.1767
20231009,28.8877,5.7892,1.2983,0.7881,69276466.5204,27717903.2814
20231010,28.8804,5.7877,1.298,0.5489,69258999.6633,27710914.6938
20231011,28.9629,5.8043,1.3017,0.6584,69456957.3774,27790118.6868
20231012,29.6743,5.9468,1.3337,1.1963,71162887.0905,28472670.7448
20231013,29.1778,5.8473,1.3114,0.5705,69972229.6628,27996282.0217
20231016,28.8318,5.778,1.2958,0.5668,69142553.9491,27664324.1096
20231017,28.8913,5.7899,1.2985,0.4221,69285199.949,27721397.5752
20231018,30.2351,6.0592,1.3589,2.6431,72507835.0895,29010791.9918
20231019,29.2069,5.8532,1.3127,1.2685,70042097.0913,28024236.3722
20231020,29.037,5.8191,1.3051,0.7354,69634537.0916,27861169.3277
20231023,28.9702,5.8057,1.302,0.6313,69474424.2346,27797107.2745
20231024,28.5939,5.7303,1.2851,0.9511,68571969.9495,27436030.2472
20231025,28.8185,5.7753,1.2952,0.7184,69110531.3777,27651511.699
20231026,28.9654,5.8047,1.3018,0.6284,69462779.6632,27792448.216
20231027,29.3708,5.886,1.3201,0.8861,70435101.3767,28181479.5938
20231030,29.6925,5.9505,1.3345,1.007,71206554.2333,28490142.2138
20231031,24.2146,5.3477,1.2001,1.0921,69442401.6632,27784294.8638
20231101,23.9771,5.2952,1.1883,0.8018,68761194.2351,27511739.9465
20231102,23.835,5.2638,1.1813,0.7333,68353634.2354,27348672.9019
20231103,24.2258,5.3501,1.2006,0.7785,69474424.2346,27797107.2745
20231106,24.6572,5.4454,1.222,1.2324,70711659.948,28292132.2312
20231107,24.4613,5.4021,1.2123,0.8114,70149809.3769,28067332.6626
20231108,24.3628,5.3804,1.2074,0.6879,69867428.52,27954350.496
20231109,24.2918,5.3647,1.2039,0.6283,69663648.5202,27872816.9737
20231110,24.0542,5.3122,1.1921,0.7032,68982441.0921,27600262.0564
20231113,24.0705,5.3158,1.1929,0.5987,69029019.3778,27618898.29
20231114,24.1222,5.3273,1.1955,0.4741,69177487.6634,27678301.2849
20231115,24.2248,5.3499,1.2006,0.6756,69471513.0917,27795942.5099
20231116,24.1903,5.3423,1.1989,0.5296,69372534.2347,27756340.5133
20231117,24.0339,5.3078,1.1911,0.5105,68924218.235,27576966.7643
20231120,23.8553,5.2683,1.1823,0.6591,68411857.0925,27371968.194
20231121,23.7741,5.2504,1.1782,0.7073,68178965.6641,27278787.0257
20231122,23.3477,5.1562,1.1571,0.9064,66956285.665,26789585.892
20231123,23.2289,5.13,1.1512,0.908,66615681.951,26653308.4333
20231124,22.0128,4.8614,1.091,2.4096,63128132.8107,25257920.4377
20231127,21.2058,4.6832,1.051,1.85,60813774.241,24331932.5776
20231128,21.3083,4.7058,1.056,1.0492,61107799.6693,24449573.8026
20231129,20.5034,4.528,1.0161,1.8823,58799263.3853,23525915.4716
20231130,20.2161,4.4646,1.0019,1.6076,57975409.9573,23196287.0887
20231201,20.0029,4.4175,0.9913,1.6672,57364069.9578,22951686.5218
20231204,19.9359,4.4027,0.988,1.0098,57171934.5293,22874812.058
20231205,19.9308,4.4016,0.9878,1.3082,57157378.8151,22868988.2349
20231206,20.4232,4.5103,1.0122,1.514,58569283.0997,23433899.0679
20231207,20.2465,4.4713,1.0034,0.8858,58062744.243,23231230.0268
20231208,20.1552,4.4512,0.9989,0.6671,57800741.386,23126401.2124
20231211,20.2201,4.4655,1.0021,0.8679,57987054.5287,23200946.1471
