ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
002594.SZ,20220428,20220331,0.28,0.8469,12.4015,1.364,63.0206,240.5888
002594.SZ,20220428,20220331,0.28,0.8469,12.4015,1.364,63.0206,240.5888
002594.SZ,20220830,20220630,1.24,3.7514,13.5065,2.6115,65.7112,206.3538
002594.SZ,20220830,20220630,1.24,3.7514,13.5065,2.6115,65.7112,206.3538
002594.SZ,20221029,20220930,3.2,9.4254,15.892,3.7313,84.3677,281.1314
002594.SZ,20221029,20220930,3.2,9.4254,15.892,3.7313,84.3677,281.1314
002594.SZ,20230329,20221231,5.71,16.1305,17.0365,4.177,96.195,445.8595
002594.SZ,20230329,20221231,5.71,16.1305,17.0365,4.177,96.195,445.8595
002594.SZ,20230428,20230331,1.42,3.6452,17.8633,3.6364,79.8328,410.8884
002594.SZ,20230428,20230331,1.42,3.6452,17.8633,3.6364,79.8328,410.8884
002594.SZ,20230829,20230630,3.77,9.4967,18.3269,4.3978,72.7169,204.6814
002594.SZ,20231031,20230930,7.35,17.7403,19.7853,5.2872,57.749,129.4686
002594.SZ,20240327,20231231,10.32,24.0481,20.2148,5.2039,42.0352,80.7243
002594.SZ,20240430,20240331,1.57,3.2414,21.8825,3.8184,3.9699,10.6228
002594.SZ,20240829,20240630,4.68,9.6814,20.0137,4.6868,15.7627,24.4393
002594.SZ,20241031,20240930,8.68,17.1529,20.766,5.226,18.9394,18.1178
002594.SZ,20250325,20241231,13.84,24.8437,19.4383,5.3517,29.0192,33.9989
002594.SZ,20250426,20250331,3.12,4.374,20.0663,5.543,36.349,100.3808
002594.SZ,20250830,20250630,1.71,7.4317,18.0095,4.3199,23.2972,13.7865
