trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,21.0251,2.7361,2.4927,0.6696,2570906.1515,2538253.8457
20230104,22.2902,2.9008,2.6427,1.3464,2725597.0716,2690980.083
20230105,23.043,2.9988,2.7319,1.2262,2817652.4045,2781866.2488
20230106,23.8036,3.0977,2.8221,1.5045,2910656.7614,2873689.3853
20230109,23.6872,3.0826,2.8083,1.136,2896421.4006,2859634.8236
20230110,24.0519,3.1301,2.8515,0.6865,2941025.531,2903672.4503
20230111,24.114,3.1381,2.8589,0.6389,2948617.7234,2911168.2166
20230112,24.3236,3.1654,2.8837,0.7492,2974241.3727,2936466.4277
20230113,25.0687,3.2624,2.9721,1.0045,3065347.6815,3026415.6226
20230116,25.0687,3.2624,2.9721,1.1189,3065347.6815,3026415.6226
20230117,25.0609,3.2614,2.9712,0.6833,3064398.6575,3025478.6518
20230118,24.2925,3.1614,2.8801,1.1172,2970445.2765,2932718.5445
20230119,24.083,3.1341,2.8552,0.6055,2944821.6272,2907420.3334
20230120,23.9976,3.123,2.8451,0.6102,2934382.3626,2897113.6549
20230130,24.5642,3.1967,2.9123,1.0234,3003661.1183,2965512.5219
20230131,23.2913,3.0311,2.7614,1.198,2848021.1741,2811849.3138
20230201,23.1672,3.0149,2.7466,0.7698,2832836.7893,2796857.7813
20230202,23.0352,2.9977,2.731,0.6889,2816703.3804,2780929.278
20230203,22.8567,2.9745,2.7098,0.6021,2794875.8273,2759378.95
20230206,22.36,2.9099,2.6509,0.5429,2734138.2881,2699412.8201
20230207,23.1361,3.0109,2.743,1.2865,2829040.6931,2793109.8982
20230208,22.3755,2.9119,2.6528,0.7608,2736036.3362,2701286.7616
20230209,23.5087,3.0594,2.7871,1.3471,2874593.8475,2838084.4956
20230210,23.1672,3.0149,2.7466,0.6645,2832836.7893,2796857.7813
20230213,23.8734,3.1068,2.8304,1.2973,2919197.9778,2882122.1224
20230214,23.9045,3.1109,2.8341,0.6993,2922994.074,2885870.0055
20230215,23.0896,3.0048,2.7374,0.7364,2823346.5488,2787488.0735
20230216,22.6239,2.9442,2.6822,0.6019,2766405.1058,2731269.8266
20230217,22.5075,2.9291,2.6684,0.5009,2752169.745,2717215.2649
20230220,24.7582,3.222,2.9353,1.9042,3027386.7195,2988936.7914
20230221,25.0299,3.2573,2.9675,1.7593,3060602.5613,3021730.7687
20230222,24.5642,3.1967,2.9123,1.0779,3003661.1183,2965512.5219
