ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
600036.SH,20220423,20220331,1.43,4.1115,,39.4706,8.5415,12.516
600036.SH,20220423,20220331,1.43,4.1115,,39.4706,8.5415,12.516
600036.SH,20220820,20220630,2.67,7.9484,,39.0874,6.1286,13.5241
600036.SH,20220820,20220630,2.67,7.9484,,39.0874,6.1286,13.5241
600036.SH,20221029,20220930,4.15,12.025,,40.7725,5.3391,14.2146
600036.SH,20221029,20220930,4.15,12.025,,40.7725,5.3391,14.2146
600036.SH,20230325,20221231,5.26,15.2986,,40.4005,4.0845,15.0848
600036.SH,20230325,20221231,5.26,15.2986,,40.4005,4.0845,15.0848
600036.SH,20230427,20230331,1.54,4.0319,,43.2786,-1.4719,7.8202
600036.SH,20230427,20230331,1.54,4.0319,,43.2786,-1.4719,7.8202
600036.SH,20230826,20230630,2.93,7.88,,42.8314,-0.3523,9.1213
600036.SH,20231028,20230930,,11.6349,,44.1718,-1.7196,6.5169
600036.SH,20231028,20230930,4.44,11.6349,,44.1718,-1.7196,6.5169
600036.SH,20240326,20231231,5.63,14.5016,,43.6438,-1.6416,6.2241
600036.SH,20240430,20240331,,3.4689,,44.4843,-4.6549,-1.9619
600036.SH,20240430,20240331,1.51,3.4689,,44.4843,-4.6549,-1.9619
600036.SH,20240830,20240630,2.89,6.8365,,43.5855,-3.0903,-1.332
600036.SH,20241030,20240930,4.41,10.1561,,45.1266,-2.9084,-0.6199
600036.SH,20250326,20241231,5.66,12.8902,,44.3154,-0.4821,1.2203
600036.SH,20250430,20250331,1.48,3.0164,,44.7911,-3.085,-2.0774
600036.SH,20250830,20250630,,5.9581,,44.364,-1.7208,0.2502
600036.SH,20250830,20250630,2.89,5.9581,,44.364,-1.7208,0.2502
