trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,,4.0837,6.8783,0.6477,6069938.2374,5684818.2087
20230104,,4.1594,7.0058,0.4255,6182471.35,5790211.4207
20230105,,4.1752,7.0324,0.5204,6205956.5213,5812206.5258
20230106,,4.0916,6.8916,0.6104,6081680.8231,5695815.7613
20230109,,4.1344,6.9637,0.4294,6145286.4954,5755385.8376
20230110,,4.135,6.9648,0.3341,6146265.0442,5756302.3004
20230111,,4.058,6.835,0.5564,6031774.834,5649076.1629
20230112,,4.1166,6.9337,0.4575,6118865.6777,5730641.3444
20230113,,4.1923,7.0613,0.375,6231398.7902,5836034.5564
20230116,,4.0712,6.8572,0.914,6051345.8101,5667405.4172
20230117,,4.0751,6.8639,0.309,6057217.103,5672904.1935
20230118,,4.056,6.8317,0.2767,6028839.1876,5646326.7748
20230119,,4.1054,6.9149,0.4196,6102230.348,5715061.4783
20230120,,4.1712,7.0258,0.461,6200085.2285,5806707.7496
20230130,,4.0205,6.7718,0.7527,5975997.5521,5596837.7883
20230131,,3.9638,6.6765,0.5878,5891842.3549,5518021.995
20230201,,3.9494,6.6521,0.4423,5870314.2812,5497859.8153
20230202,,3.9665,6.6809,0.5455,5895756.5501,5521687.8458
20230203,,3.9461,6.6465,0.4946,5865421.5372,5493277.5017
20230206,,3.9665,6.6809,0.3616,5895756.5501,5521687.8458
20230207,,3.9573,6.6654,0.2327,5882056.8669,5508857.3678
20230208,,4.0784,6.8694,0.7714,6062109.847,5677486.507
20230209,,4.187,7.0524,0.6349,6223570.3998,5828702.8547
20230210,,4.2364,7.1355,0.473,6296961.5602,5897437.5582
20230213,,4.3082,7.2564,0.7295,6403623.3799,5997331.9939
20230214,,4.3042,7.2498,0.4414,6397752.0871,5991833.2176
20230215,,4.2594,7.1744,0.4383,6331210.7684,5929513.7531
20230216,,4.272,7.1954,0.3562,6349803.1956,5946926.5447
20230217,,4.1936,7.0635,0.3527,6233355.8879,5837867.4818
20230220,,4.1923,7.0613,0.3722,6231398.7902,5836034.5564
20230221,,4.1396,6.9725,0.3257,6153114.8858,5762717.5393
20230222,,4.1133,6.9282,0.2422,6113972.9336,5726059.0308
20230223,,4.0619,6.8417,0.3224,6037646.1269,5654574.9392
20230224,,3.9829,6.7086,0.3571,5920220.2703,5544599.4137
20230227,,4.054,6.8284,0.3441,6025903.5412,5643577.3867
20230228,,4.0613,6.8406,0.2519,6036667.578,5653658.4765
20230301,,4.1153,6.9315,0.4345,6116908.5801,5728808.419
20230302,,4.1363,6.967,0.2956,6148222.1418,5758135.2258
20230303,,4.1409,6.9748,0.2238,6155071.9835,5764550.4648
20230306,,4.0718,6.8583,0.461,6052324.3589,5668321.8799
20230307,,4.0139,6.7607,0.3238,5966212.0641,5587673.1612
20230308,,4.0856,6.8816,0.2944,6072873.8838,5687567.5969
20230309,,4.0916,6.8916,0.3921,6081680.8231,5695815.7613
20230310,,4.0573,6.8339,0.2214,6030796.2852,5648159.7002
20230313,,4.1172,6.9348,0.5671,6119844.2265,5731557.8071
20230314,,4.0764,6.8661,0.4742,6059174.2006,5674737.1189
20230315,,3.8822,6.539,0.7074,5770502.3031,5404380.6186
20230316,,3.821,6.4359,0.5324,5679497.2642,5319149.5863
20230317,,3.8295,6.4503,0.4862,5692218.3987,5331063.6015
20230320,,3.7769,6.3616,0.5275,5613934.4943,5257746.5845
20230321,,3.7979,6.397,0.3735,5645248.056,5287073.3913
20230322,,3.7782,6.3638,0.3219,5615891.5919,5259579.5099
20230323,,3.7295,6.2817,0.5415,5543478.9803,5191761.2691
20230324,,3.7196,6.2651,0.5494,5528800.7483,5178014.3285
20230327,,3.7953,6.3926,0.7738,5641333.8608,5283407.5404
20230328,,3.8249,6.4425,0.3907,5685368.5571,5324648.3625
20230329,,3.952,6.6565,0.6267,5874228.4764,5501525.6661
20230330,,4.1502,6.9903,0.8056,6168771.6667,5777380.9428
20230331,,4.1186,6.9371,0.4802,6121801.3241,5733390.7325
20230403,,4.2048,7.0823,0.5384,6249991.2175,5853447.3479
20230404,,4.2456,7.1511,0.4696,6310661.2434,5910268.0361
20230406,,4.2153,7.1001,0.4918,6265647.9984,5868110.7513
20230407,,4.2641,7.1821,0.3411,6338060.61,5935928.9921
20230410,,4.2364,7.1355,0.4023,6296961.5602,5897437.5582
20230411,,4.1877,7.0535,0.6136,6224548.9486,5829619.3174
20230412,,4.1429,6.9781,0.3981,6158007.6299,5767299.8529
20230413,,4.1409,6.9748,0.4328,6155071.9835,5764550.4648
20230414,,4.0817,6.875,0.3199,6067002.591,5682068.8206
20230417,,4.1962,7.0679,0.5267,6237270.0831,5841533.3327
20230418,,4.2331,7.13,0.5892,6292068.8162,5892855.2446
20230419,,4.1469,6.9847,0.4478,6163878.9227,5772798.6292
20230420,,4.1258,6.9493,0.2538,6132565.3609,5743471.8224
20230421,,4.0231,6.7763,0.4091,5979911.7474,5600503.6391
20230424,,3.9566,6.6643,0.5703,5881078.3181,5507940.9051
20230425,,3.902,6.5722,0.4482,5799858.7672,5431874.5
20230426,,3.9487,6.651,0.3122,5869335.7324,5496943.3526
20230427,,4.0001,6.7375,0.4685,5945662.5392,5568427.4442
20230428,,4.337,6.1848,1.2813,6105165.9944,5717810.8664
20230504,,4.1187,5.8735,1.2917,5797901.6696,5430041.5745
20230505,,4.2237,6.0232,0.5334,5945662.5392,5568427.4442
20230508,,4.0596,5.7892,0.6104,5714725.0212,5352142.2439
20230509,,4.0457,5.7694,0.4402,5695154.0451,5333812.9897
20230510,,4.0214,5.7347,0.5004,5660904.8369,5301736.7947
20230511,,4.0708,5.8051,0.253,5730381.8021,5366805.6473
20230512,,4.0047,5.7109,0.2585,5637419.6656,5279741.6896
20230515,,4.027,5.7426,0.2338,5668733.2274,5309068.4964
20230516,,3.9867,5.6851,0.3085,5611977.3967,5255913.6591
20230517,,3.929,5.6029,0.4069,5530757.8459,5179847.2539
20230518,,3.9338,5.6098,0.2443,5537607.6875,5186262.4929
20230519,,4.0263,5.7416,0.2508,5667754.6786,5308152.0337
20230522,,4.0861,5.8269,0.2981,5751909.8758,5386967.827
20230523,,3.922,5.593,0.3187,5520972.3578,5170682.6267
20230524,,3.8156,5.4413,0.4295,5371254.3906,5030463.8317
20230525,,3.8275,5.4581,0.3359,5387889.7203,5046043.6978
20230526,,3.9171,5.586,0.3655,5514122.5162,5164267.3878
20230529,,3.9032,5.5662,0.279,5494551.5401,5145938.1335
20230530,,3.9109,5.5771,0.207,5505315.5769,5156019.2233
20230531,,4.0179,5.7298,0.9043,5656012.0929,5297154.4811
20230601,,3.7691,5.3749,0.7484,5305691.6207,4969060.8299
20230602,,3.7969,5.4145,0.439,5344833.5729,5005719.3384
20230605,,3.7301,5.3194,0.7187,5250892.8876,5250892.8876
20230606,,3.7183,5.3025,0.6343,5234257.5579,5234257.5579
20230607,,3.662,5.2222,0.6034,5154995.1047,5154995.1047
20230608,,3.8004,5.4195,0.5892,5349726.3169,5349726.3169
20230609,,3.8448,5.4829,0.3856,5412353.4405,5412353.4405
20230612,,3.9484,5.6306,0.4757,5558157.2124,5558157.2124
20230613,,3.9561,5.6415,0.1776,5568921.2493,5568921.2493
20230614,,3.9401,5.6187,0.2478,5546414.6267,5546414.6267
20230615,,3.9776,5.6723,0.2212,5599256.2622,5599256.2622
20230616,,4.0979,5.8438,0.6199,5768545.2055,5768545.2055
20230619,,4.1688,5.9449,0.499,5868357.1836,5868357.1836
20230620,,4.118,5.8725,0.3349,5796923.1208,5796923.1208
20230621,,4.1382,5.9012,0.3804,5825301.0362,5825301.0362
20230626,,4.0165,5.7278,0.3635,5654054.9953,5654054.9953
20230627,,4.0534,5.7803,0.2363,5705918.082,5705918.082
20230628,,4.0589,5.7882,0.2316,5713746.4724,5713746.4724
20230629,,3.9554,5.6405,0.3711,5567942.7005,5567942.7005
20230630,,3.995,5.697,0.193,5623719.9823,5623719.9823
20230703,,4.2404,6.047,0.6488,5969147.7105,5969147.7105
20230704,,4.3016,6.1342,0.4857,6055260.0053,6055260.0053
20230705,,4.2953,6.1253,0.4778,6046453.0661,6046453.0661
20230706,,4.3134,6.1511,0.5578,6071895.335,6071895.335
20230707,,4.3822,6.2492,0.3593,6168771.6667,6168771.6667
20230710,,4.3843,6.2522,0.4444,6171707.3131,6171707.3131
20230711,,4.3725,6.2353,0.2387,6155071.9835,6155071.9835
20230712,,4.3002,6.1322,0.3746,6053302.9077,6053302.9077
20230713,,4.2515,6.0628,0.3173,5984804.4914,5984804.4914
20230714,,4.2515,6.0628,0.2493,5984804.4914,5984804.4914
20230717,,4.2258,6.0262,0.3947,5948598.1856,5948598.1856
20230718,,4.2522,6.0638,0.191,5985783.0402,5985783.0402
20230719,,4.207,5.9994,0.2142,5922177.3679,5922177.3679
20230720,,4.2063,5.9984,0.1995,5921198.8191,5921198.8191
20230721,,4.1841,5.9667,0.1738,5889885.2573,5889885.2573
20230724,,4.2863,6.1124,0.4143,6033731.9316,6033731.9316
20230725,,4.2494,6.0599,0.4885,5981868.845,5981868.845
20230726,,4.2272,6.0281,0.3244,5950555.2832,5950555.2832
20230727,,4.2167,6.0133,0.2033,5935877.0511,5935877.0511
20230728,,4.2675,6.0856,0.2768,6007311.1139,6007311.1139
20230731,,4.2508,6.0618,0.4991,5983825.9426,5983825.9426
20230801,,4.2821,6.1065,0.3312,6027860.6388,6027860.6388
20230802,,4.1507,5.9191,0.5706,5842914.9147,5842914.9147
20230803,,4.093,5.8368,0.4374,5761695.3638,5761695.3638
20230804,,4.0423,5.7644,0.5581,5690261.3011,5690261.3011
20230807,,4.02,5.7327,0.2841,5658947.7393,5658947.7393
20230808,,4.0423,5.7644,0.2305,5690261.3011,5690261.3011
20230809,,4.0082,5.7159,0.3628,5642312.4096,5642312.4096
20230810,,4.2682,6.0866,0.9588,6008289.6627,6008289.6627
20230811,,4.248,6.0579,0.5039,5979911.7474,5979911.7474
20230814,,4.1848,5.9677,0.3389,5890863.8061,5890863.8061
20230815,,4.1584,5.93,0.2963,5853678.9515,5853678.9515
20230816,,4.1528,5.9221,0.2357,5845850.5611,5845850.5611
20230817,,4.1382,5.9012,0.2595,5825301.0362,5825301.0362
20230818,,4.1285,5.8874,0.2957,5811601.3529,5811601.3529
20230821,,3.9978,5.701,0.349,5627634.1776,5627634.1776
20230822,,3.9623,5.6504,0.3349,5577728.1885,5577728.1885
20230823,,3.9276,5.6009,0.2752,5528800.7483,5528800.7483
20230824,,3.9727,5.6653,0.2562,5592406.4206,5592406.4206
20230825,,3.9074,5.5721,0.2711,5500422.8329,5500422.8329
20230828,,3.922,5.593,0.4638,5520972.3578,5520972.3578
20230829,,3.9727,5.6653,0.4328,5592406.4206,5592406.4206
20230830,,3.9707,5.6623,0.207,5589470.7742,5589470.7742
20230831,,3.9909,4.4982,0.4997,5733317.4485,5733317.4485
20230901,,4.0046,4.5136,0.2476,5752888.4246,5752888.4246
20230904,,3.8193,4.3048,0.8894,5486723.1496,5486723.1496
20230905,,3.8098,4.294,0.5454,5473023.4664,5473023.4664
20230906,,3.7144,4.1865,0.562,5336026.6337,5336026.6337
20230907,,3.6953,4.165,0.4678,5308627.2671,5308627.2671
20230908,,3.6803,4.1482,0.2896,5287099.1934,5287099.1934
20230911,,3.7682,4.2472,0.4233,5413331.9893,5413331.9893
20230912,,3.8084,4.2925,0.3796,5471066.3688,5471066.3688
20230913,,3.788,4.2695,0.3707,5441709.9046,5441709.9046
20230914,,3.8043,4.2879,0.352,5465195.0759,5465195.0759
20230915,,3.869,4.3608,0.5002,5558157.2124,5558157.2124
20230918,,3.8152,4.3002,0.3993,5480851.8568,5480851.8568
20230919,,3.8574,4.3478,0.3292,5541521.8827,5541521.8827
20230920,,3.8622,4.3531,0.1829,5548371.7244,5548371.7244
20230921,,3.8554,4.3455,0.2198,5538586.2363,5538586.2363
20230922,,3.8227,4.3086,0.3302,5491615.8937,5491615.8937
20230925,,3.7832,4.2641,0.3167,5434860.063,5434860.063
20230926,,3.7607,4.2387,0.1252,5402567.9524,5402567.9524
20230927,,3.7294,4.2034,0.2103,5357554.7074,5357554.7074
20230928,,3.7267,4.2004,0.2415,5353640.5122,5353640.5122
20231009,,3.5979,4.0553,0.5889,5168694.788,5168694.788
20231010,,3.6177,4.0775,0.328,5197072.7034,5197072.7034
20231011,,3.5489,4.0,0.3556,5098239.2741,5098239.2741
20231012,,3.557,4.0092,0.271,5109981.8597,5109981.8597
20231013,,3.4882,3.9316,0.3504,5011148.4304,5011148.4304
20231016,,3.4644,3.9048,0.2725,4976899.2222,4976899.2222
20231017,,3.4378,3.8748,0.171,4938735.8188,4938735.8188
20231018,,3.3643,3.7919,0.2349,4833052.5479,4833052.5479
20231019,,3.3547,3.7812,0.2893,4819352.8646,4819352.8646
20231020,,3.318,3.7397,0.2295,4766511.2292,4766511.2292
20231023,,3.2308,3.6414,0.3649,4641256.9821,4641256.9821
20231024,,3.2771,3.6936,0.3557,4707798.3009,4707798.3009
20231025,,3.3711,3.7996,0.377,4842838.0359,4842838.0359
20231026,,3.4474,3.8856,0.2845,4952435.5021,4952435.5021
20231027,,3.5019,3.947,0.4631,5030719.4065,5030719.4065
20231030,,3.6034,4.0614,0.3541,5176523.1785,5176523.1785
20231031,38.8567,3.2987,3.3766,0.8232,5357554.7074,5357554.7074
20231101,38.6793,3.2837,3.3612,0.418,5333090.9873,5333090.9873
20231102,38.1044,3.2349,3.3112,0.2841,5253828.534,5253828.534
20231103,38.0618,3.2313,3.3075,0.297,5247957.2412,5247957.2412
20231106,38.2179,3.2445,3.3211,0.41,5269485.3149,5269485.3149
20231107,38.005,3.2264,3.3026,0.2921,5240128.8508,5240128.8508
20231108,37.9128,3.2186,3.2946,0.2319,5227407.7163,5227407.7163
20231109,37.9057,3.218,3.294,0.2527,5226429.1675,5226429.1675
20231110,37.7779,3.2072,3.2829,0.1293,5208815.289,5208815.289
20231113,37.5508,3.1879,3.2631,0.168,5177501.7273,5177501.7273
20231114,37.3237,3.1686,3.2434,0.1282,5146188.1655,5146188.1655
20231115,37.4727,3.1813,3.2563,0.2168,5166737.6904,5166737.6904
20231116,37.636,3.1951,3.2705,0.2197,5189244.3129,5189244.3129
20231117,37.707,3.2011,3.2767,0.2948,5199029.801,5199029.801
20231120,38.6012,3.2771,3.3544,0.4821,5322326.9504,5322326.9504
20231121,38.4592,3.265,3.3421,0.3669,5302755.9743,5302755.9743
20231122,37.6857,3.1993,3.2748,0.3102,5196094.1546,5196094.1546
20231123,37.7495,3.2048,3.2804,0.1906,5204901.0938,5204901.0938
20231124,37.7992,3.209,3.2847,0.1622,5211750.9354,5211750.9354
20231127,38.5018,3.2686,3.3458,0.2819,5308627.2671,5308627.2671
20231128,37.8631,3.2144,3.2903,0.2397,5220557.8747,5220557.8747
20231129,37.5437,3.1873,3.2625,0.1842,5176523.1785,5176523.1785
20231130,37.6644,3.1975,3.273,0.2497,5193158.5081,5193158.5081
20231201,36.3301,3.0843,3.157,0.4239,5009191.3328,5009191.3328
20231204,36.7559,3.1204,3.194,0.3532,5067904.2611,5067904.2611
20231205,36.1314,3.0674,3.1398,0.1999,4981791.9663,4981791.9663
20231206,36.3088,3.0824,3.1552,0.1855,5006255.6864,5006255.6864
20231207,36.0959,3.0644,3.1367,0.2067,4976899.2222,4976899.2222
20231208,36.3159,3.0831,3.1558,0.4614,5007234.2352,5007234.2352
20231211,36.763,3.121,3.1947,0.3816,5068882.8099,5068882.8099
20231212,36.9476,3.1367,3.2107,0.2078,5094325.0788,5094325.0788
20231213,36.3372,3.0849,3.1577,0.2272,5010169.8816,5010169.8816
20231214,35.9682,3.0535,3.1256,0.2566,4959285.3437,4959285.3437
20231215,35.9469,3.0517,3.1237,0.1636,4956349.6973,4956349.6973
20231218,35.7411,3.0342,3.1059,0.3123,4927971.782,4927971.782
20231219,35.3862,3.0041,3.075,0.2368,4879044.3417,4879044.3417
20231220,35.0526,2.9758,3.046,0.2186,4833052.5479,4833052.5479
20231221,35.1307,2.9824,3.0528,0.25,4843816.5848,4843816.5848
20231222,35.1662,2.9854,3.0559,0.3394,4848709.3288,4848709.3288
20231225,35.8617,3.0445,3.1163,0.389,4944607.1117,4944607.1117
20231226,35.6062,3.0228,3.0941,0.2499,4909379.3547,4909379.3547
20231227,35.7056,3.0312,3.1028,0.1652,4923079.038,4923079.038
20231228,36.0249,3.0583,3.1305,0.2984,4967113.7342,4967113.7342
20231229,35.6275,3.0246,3.096,0.6038,4912315.0011,4912315.0011
20240102,35.6772,3.0288,3.1003,0.3203,4919164.8427,4919164.8427
20240103,36.2095,3.074,3.1466,0.3781,4992556.0031,4992556.0031
20240104,35.9753,3.0541,3.1262,0.3171,4960263.8925,4960263.8925
20240105,36.1882,3.0722,3.1447,0.3486,4989620.3567,4989620.3567
20240108,35.5778,3.0204,3.0917,0.3606,4905465.1595,4905465.1595
20240109,37.0114,3.1421,3.2163,0.5729,5103132.0181,5103132.0181
20240110,36.7985,3.124,3.1977,0.352,5073775.5539,5073775.5539
20240111,36.6779,3.1138,3.1873,0.2792,5057140.2242,5057140.2242
20240112,37.6786,3.1987,3.2742,0.587,5195115.6057,5195115.6057
20240115,37.8063,3.2096,3.2853,0.6844,5212729.4842,5212729.4842
20240116,38.4876,3.2674,3.3445,0.8083,5306670.1695,5306670.1695
20240117,38.0405,3.2295,3.3057,0.4714,5245021.5948,5245021.5948
20240118,38.2818,3.2499,3.3266,0.6543,5278292.2542,5278292.2542
20240119,38.6012,3.2771,3.3544,0.4457,5322326.9504,5322326.9504
20240122,37.1037,3.1499,3.2243,0.5934,5115853.1525,5115853.1525
20240123,37.4515,3.1795,3.2545,0.3658,5163802.044,5163802.044
20240124,38.1328,3.2373,3.3137,0.4184,5257742.7293,5257742.7293
20240125,37.6431,3.1957,3.2711,0.5277,5190222.8617,5190222.8617
20240126,38.4167,3.2614,3.3384,0.6298,5296884.6815,5296884.6815
20240129,38.9986,3.3108,3.3889,0.5848,5377125.6835,5377125.6835
20240130,37.8276,3.2114,3.2872,0.5084,5215665.1307,5215665.1307
20240131,37.1534,3.1541,3.2286,0.485,5122702.9942,5122702.9942
20240201,37.4586,3.1801,3.2551,0.3838,5164780.5928,5164780.5928
20240202,36.834,3.127,3.2008,0.4691,5078668.298,5078668.298
20240205,37.4231,3.177,3.252,0.6248,5159887.8488,5159887.8488
20240206,38.0973,3.2343,3.3106,0.6609,5252849.9852,5252849.9852
