ts_code,trade_date,open,high,low,close,vol,amount
000300.SH,20230301,4068.7331,4135.4812,4061.2167,4126.9415,156015794.0,255374791.0157
000300.SH,20230302,4119.9919,4137.2525,4113.8264,4117.7377,148217637.0,235953764.9695
000300.SH,20230303,4126.0183,4135.2116,4100.3827,4130.5513,160331741.0,226914545.6284
000300.SH,20230306,4131.1525,4132.8367,4088.4484,4109.0102,162971807.0,283079861.9715
000300.SH,20230307,4103.6419,4124.9609,4046.5679,4048.8519,195912068.0,272491994.0092
000300.SH,20230308,4030.7387,4037.287,4011.5231,4034.1077,117936493.0,191659655.1909
000300.SH,20230309,4035.8433,4043.8493,4000.8901,4019.8505,116539629.0,201737990.6868
000300.SH,20230310,3991.7959,4004.3612,3966.428,3967.1352,123855409.0,218286956.131
000300.SH,20230313,3962.6426,4008.686,3962.6426,4008.686,143561370.0,242865516.7576
000300.SH,20230314,3999.8803,4001.9415,3946.9405,3984.6956,150544174.0,267224848.8105
000300.SH,20230315,4011.8444,4018.7495,3986.902,3986.902,142026007.0,232101093.9786
000300.SH,20230316,3958.1962,3981.321,3936.4758,3939.1505,152515644.0,246264286.428
000300.SH,20230317,3971.1585,4004.2153,3945.2501,3958.8194,177433818.0,305541015.5561
000300.SH,20230320,3962.6625,3979.5485,3935.0161,3939.077,205264970.0,319760032.638
000300.SH,20230321,3948.1573,3982.7047,3948.1573,3982.3782,145090679.0,251631985.0169
000300.SH,20230322,3993.7849,4016.4495,3986.7093,3999.4427,149228970.0,265180992.1041
000300.SH,20230323,3985.9928,4039.0895,3983.9986,4039.0895,158887421.0,296479529.467
000300.SH,20230324,4035.1564,4037.8417,4017.0028,4027.0457,159442330.0,295785588.9431
000300.SH,20230327,4023.3028,4023.3028,3987.0297,4012.4771,168482279.0,315474696.948
000300.SH,20230328,4015.6973,4023.7834,3994.5999,3999.5147,131895117.0,248736920.9718
000300.SH,20230329,4013.5926,4017.7572,3992.6662,4006.144,133743510.0,263866922.7331
000300.SH,20230330,4009.5573,4040.5023,3983.8958,4038.5257,149901037.0,280004715.991
000300.SH,20230331,4045.4538,4063.5675,4039.9587,4050.9257,138842546.0,279863685.781
000300.SH,20230403,4059.6227,4094.9376,4059.0607,4090.5676,182124313.0,382895558.426
