ts_code,trade_date,open,high,low,close,vol,amount
000300.SH,20230404,4089.2932,4103.1583,4080.0682,4103.1052,197146631.0,394443175.1462
000300.SH,20230406,4084.132,4098.8332,4078.4048,4096.64,150703374.0,328981851.5883
000300.SH,20230407,4096.9009,4131.3126,4092.1848,4123.2799,128676738.0,286567771.8831
000300.SH,20230410,4132.0096,4132.2952,4099.0519,4104.8118,152453002.0,340822557.2076
000300.SH,20230411,4108.5062,4116.1247,4083.4946,4100.1479,153901333.0,324192951.9987
000300.SH,20230412,4102.3968,4108.2451,4090.2784,4097.2876,165965278.0,325425226.4032
000300.SH,20230413,4081.3871,4088.8809,4059.5744,4068.9786,156444295.0,300291020.7529
000300.SH,20230414,4078.9703,4098.2151,4075.2049,4091.9988,150695682.0,306201501.4387
000300.SH,20230417,4090.0719,4149.3836,4089.509,4149.3836,188773095.0,341831272.7927
000300.SH,20230418,4139.3088,4169.6678,4138.4618,4162.032,170184130.0,331545662.3156
000300.SH,20230419,4159.3938,4159.3938,4118.6261,4124.5589,162554592.0,312219504.5226
000300.SH,20230420,4122.9461,4125.8231,4094.0022,4113.0192,162706677.0,332172409.512
000300.SH,20230421,4114.2642,4114.2642,4031.9123,4032.5672,180802435.0,347852011.6025
000300.SH,20230424,4031.303,4033.6367,3967.907,3982.6429,170099217.0,328375614.6743
000300.SH,20230425,3985.1055,3991.6868,3925.436,3962.6658,172555409.0,331110619.7677
000300.SH,20230426,3950.2553,3975.6562,3934.6625,3959.2323,162702006.0,322062811.3335
000300.SH,20230427,3948.0313,3999.1302,3942.8152,3988.4185,153828195.0,304804002.5574
000300.SH,20230428,3993.2561,4030.4469,3993.2561,4029.0858,179508488.0,328936294.0252
000300.SH,20230504,4013.4713,4035.7832,4001.1259,4030.2471,227582846.0,345492506.0493
000300.SH,20230505,4031.0946,4047.6015,3998.392,4016.8774,206626924.0,307694489.937
000300.SH,20230508,4028.1056,4070.7724,4018.9608,4062.6624,255583085.0,359539954.1701
000300.SH,20230509,4065.439,4092.8501,4026.3886,4027.8754,279306048.0,396422120.4206
000300.SH,20230510,4017.9358,4019.0587,3984.6287,3996.8695,207552709.0,309484851.7411
000300.SH,20230511,4005.7823,4018.0579,3988.4816,3990.6637,144804619.0,241052071.4316
000300.SH,20230512,3987.769,3999.3831,3937.5274,3937.7622,144421728.0,228992923.3881
000300.SH,20230515,3938.83,3998.8872,3923.0317,3998.8872,176257362.0,279531163.5084
000300.SH,20230516,4002.5237,4005.015,3966.9921,3978.2054,136833271.0,234840652.671
000300.SH,20230517,3971.7017,3982.6044,3945.7137,3960.165,118448185.0,205195685.9764
000300.SH,20230518,3965.5162,3982.7178,3939.5526,3956.0701,136533947.0,229134184.4129
000300.SH,20230519,3946.2215,3967.2816,3928.316,3944.5403,120212479.0,207094944.7813
000300.SH,20230522,3941.0015,3985.4031,3935.8015,3969.3277,109116605.0,202185550.2459
000300.SH,20230523,3968.2346,3971.939,3913.1882,3913.1882,118685077.0,189955815.34
000300.SH,20230524,3903.7818,3903.7818,3859.0935,3859.0935,137258265.0,211768410.5202
000300.SH,20230525,3851.4053,3861.3815,3817.8365,3850.4996,124150770.0,213313620.0553
000300.SH,20230526,3848.4174,3859.6291,3815.5701,3850.9511,100326439.0,191537814.8725
000300.SH,20230529,3862.0838,3866.7238,3819.1822,3833.9416,131859967.0,230095604.8134
000300.SH,20230530,3827.7924,3844.0052,3789.2736,3837.7531,137619629.0,244566265.5349
000300.SH,20230531,3827.1634,3827.1634,3781.4034,3798.5434,126387368.0,235606123.9476
000300.SH,20230601,3788.5902,3832.2051,3786.7344,3806.8679,134561881.0,241829546.4094
000300.SH,20230602,3821.6198,3865.2843,3821.6198,3861.8337,125015110.0,232696547.1308
000300.SH,20230605,3860.5557,3860.5557,3832.4578,3844.2492,116163989.0,211144360.1437
000300.SH,20230606,3840.4587,3867.8452,3802.8449,3808.1629,125781258.0,222091722.5922
000300.SH,20230607,3815.4823,3823.1124,3780.1021,3789.3418,98862432.0,189879792.1796
000300.SH,20230608,3791.0826,3834.3888,3777.7752,3820.1867,118700934.0,199119300.6497
000300.SH,20230609,3822.4088,3836.7026,3811.2189,3836.7026,134319863.0,247296087.0709
000300.SH,20230612,3827.3253,3859.7156,3813.8577,3844.4324,126758543.0,240791270.4735
000300.SH,20230613,3838.1287,3867.3034,3833.4598,3864.9074,110924946.0,225435215.3149
000300.SH,20230614,3872.7155,3891.6656,3862.0609,3864.0247,124955759.0,243932581.1839
000300.SH,20230615,3871.7746,3925.4994,3871.7746,3925.4994,128369938.0,282635910.8942
000300.SH,20230616,3932.2114,3968.0128,3928.5419,3963.3509,139760076.0,280374762.8378
000300.SH,20230619,3957.0327,3957.0327,3922.4742,3930.9079,134905848.0,268213068.5798
000300.SH,20230620,3926.094,3937.4945,3918.473,3924.2377,122520318.0,266274081.2868
000300.SH,20230621,3909.1044,3920.1276,3864.0323,3864.0323,118346575.0,243630705.5915
000300.SH,20230626,3833.4436,3841.2862,3801.0537,3809.6962,133990419.0,247713845.7795
000300.SH,20230627,3811.6872,3851.8957,3806.3242,3845.4334,116992681.0,210097713.6876
000300.SH,20230628,3836.6086,3846.8516,3808.1607,3840.7986,107021541.0,206187959.8768
000300.SH,20230629,3836.7305,3840.7132,3817.3759,3821.8435,98289274.0,204110031.4078
000300.SH,20230630,3816.3345,3860.0311,3813.552,3842.4516,101268429.0,208146272.9093
000300.SH,20230703,3853.2919,3897.3273,3853.2919,3892.8821,133158051.0,256876520.2117
000300.SH,20230704,3888.0328,3899.9755,3878.3978,3899.0133,109494527.0,216335611.4218
000300.SH,20230705,3895.1945,3899.5188,3864.1301,3868.8054,97636384.0,188400265.0506
000300.SH,20230706,3857.0304,3876.8901,3836.4573,3842.7547,100121842.0,184742420.8623
000300.SH,20230707,3831.5955,3844.8438,3819.0772,3825.6988,100906920.0,173918560.673
000300.SH,20230710,3841.5591,3865.4566,3831.92,3844.3269,92033441.0,185360813.1107
000300.SH,20230711,3853.7955,3870.6549,3844.5244,3869.4861,86510716.0,177585694.3683
000300.SH,20230712,3864.6013,3874.0403,3838.5632,3843.4369,111522024.0,214046519.0561
000300.SH,20230713,3855.662,3901.1023,3855.662,3898.4229,120300232.0,235278706.8345
000300.SH,20230714,3904.6033,3908.4871,3893.7862,3899.1027,122364846.0,220230466.5229
000300.SH,20230717,3881.6225,3881.6225,3852.2626,3867.1749,98340144.0,174623552.8074
000300.SH,20230718,3871.0444,3871.0444,3844.5129,3854.9393,91438615.0,167104315.1171
000300.SH,20230719,3848.4826,3860.0092,3830.4073,3850.8663,79585700.0,151311481.0298
000300.SH,20230720,3857.7725,3875.6241,3818.7134,3823.6946,92042076.0,174320872.1398
000300.SH,20230721,3816.9835,3849.5109,3808.803,3821.91,79507563.0,157144211.2093
