ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
688981.SH,20220513,20220331,0.36,2.5681,41.1715,30.5274,62.5627,175.4871
688981.SH,20220513,20220331,0.36,2.5681,41.1715,30.5274,62.5627,175.4871
688981.SH,20220827,20220630,0.79,5.4087,40.2566,31.6625,52.8381,19.2785
688981.SH,20220827,20220630,0.79,5.4087,40.2566,31.6625,52.8381,19.2785
688981.SH,20221111,20220930,1.19,7.7598,39.9045,30.7823,48.8454,28.3022
688981.SH,20221111,20220930,1.19,7.7598,39.9045,30.7823,48.8454,28.3022
688981.SH,20230329,20221231,1.53,10.0037,38.2975,29.5935,38.9705,13.0436
688981.SH,20230329,20221231,1.53,10.0037,38.2975,29.5935,38.9705,13.0436
688981.SH,20230512,20230331,0.2,1.1918,22.7652,18.0125,-13.8781,-44.0355
688981.SH,20230512,20230331,0.2,1.1918,22.7652,18.0125,-13.8781,-44.0355
688981.SH,20230826,20230630,0.38,2.1726,22.4387,17.2459,-13.315,-52.0573
688981.SH,20231110,20230930,,2.6592,23.0112,14.5061,-12.354,-60.8629
688981.SH,20231110,20230930,0.46,2.6592,23.0112,14.5061,-12.354,-60.8629
688981.SH,20240329,20231231,,3.4967,21.8874,14.135,-8.6147,-60.2507
688981.SH,20240329,20231231,0.61,3.4967,21.8874,14.135,-8.6147,-60.2507
688981.SH,20240510,20240331,,0.357,14.1856,3.5745,23.3608,-68.0166
688981.SH,20240510,20240331,0.06,0.357,14.1856,3.5745,23.3608,-68.0166
688981.SH,20240830,20240630,0.21,1.1484,13.9065,6.2504,23.2272,-45.0738
688981.SH,20241108,20240930,0.34,1.8858,17.6393,7.7191,26.5285,-26.3578
688981.SH,20250212,20241231,,,,,,-23.309
688981.SH,20250328,20241231,0.46,2.545,18.5902,9.2968,27.7238,-23.309
688981.SH,20250509,20250331,0.17,0.9112,23.0969,14.2378,29.4376,166.4997
688981.SH,20250829,20250630,0.29,1.539,21.909,10.4108,23.1401,39.7611
