trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,27.1344,5.3969,6.9544,0.7102,24184497.9034,20902084.5492
20230104,27.4368,5.457,7.0319,0.6783,24453950.5172,21134972.1471
20230105,29.2139,5.8105,7.4874,1.6718,26037927.7338,22509001.208
20230106,29.0814,5.784,7.4534,0.9687,25919777.6242,22406897.1438
20230109,29.6858,5.9042,7.6084,0.9204,26458478.0385,22872588.0516
20230110,29.7323,5.9135,7.6203,0.5789,26499916.5319,22908410.4292
20230111,29.7422,5.9154,7.6228,0.7629,26508796.209,22916086.6529
20230112,30.1939,6.0053,7.7386,0.7834,26911341.5735,23264075.4632
20230113,30.2212,6.0103,7.7456,0.7718,26935668.9238,23285193.6044
20230116,32.6057,6.4846,8.3567,1.9605,29060922.8015,25122420.9679
20230117,31.7688,6.3181,8.1422,1.2755,28315011.9698,24477600.2219
20230118,31.4599,6.2567,8.0631,0.5366,28039735.3533,24239630.6609
20230119,32.3765,6.439,8.298,1.1292,28856685.3119,24945862.9065
20230120,32.3804,6.4395,8.299,0.622,28860097.11,24948873.5535
20230130,31.9951,6.3629,8.2002,0.8326,28516735.9546,24652045.9297
20230131,30.9689,6.1588,7.9372,0.9218,27602092.877,23861358.5525
20230201,31.1781,6.2004,7.9908,0.6329,27788573.5045,24022566.6585
20230202,31.5501,6.2744,8.0862,0.8033,28120094.62,24309158.847
20230203,31.1523,6.1952,7.9842,0.4324,27765596.9342,24002243.3447
20230206,30.3686,6.0393,7.7833,0.9664,27067016.8834,23398348.9492
20230207,30.4549,6.0565,7.8055,0.5073,27143979.0924,23464879.6877
20230208,30.1328,5.9924,7.7229,0.4614,26856850.8512,23216668.8557
20230209,30.3287,6.0314,7.7731,0.3941,27031495.8639,23367642.4545
20230210,29.8139,5.929,7.6412,0.6102,26572682.6949,22971016.8982
20230213,29.6578,5.898,7.6012,0.7347,26433558.7017,22850749.794
20230214,29.5848,5.8835,7.5825,0.5576,26368436.8326,22794454.5538
20230215,28.8774,5.7428,7.4012,0.7827,25737938.7359,22249414.2731
20230216,28.5951,5.6866,7.3288,0.7031,25486331.5142,22031909.9358
20230217,28.2995,5.6279,7.253,0.606,25222883.9527,21804170.1002
20230220,28.6349,5.6946,7.339,0.7387,25521852.5337,22062616.4305
