trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,1.3913,0.8741,0.3951,0.4114,16545329.0138,13096615.1738
20230104,1.3845,0.8699,0.3932,0.3536,16464855.6237,13032915.6837
20230105,1.3845,0.8699,0.3932,0.3735,16465043.4536,13033103.5136
20230106,1.3886,0.8725,0.3943,0.3924,16513328.0385,13071323.7585
20230109,1.3845,0.8699,0.3932,0.4367,16465043.4536,13033103.5136
20230110,1.3791,0.8665,0.3917,0.3257,16400664.0071,12982143.1871
20230111,1.3737,0.8631,0.3901,0.3923,16336284.5605,12931182.8605
20230112,1.3615,0.8554,0.3867,0.5288,16191430.8058,12816522.1258
20230113,1.371,0.8614,0.3893,0.3794,16304094.8373,12905702.6973
20230116,1.3805,0.8674,0.392,0.5565,16416758.8687,12994883.2687
20230117,1.39,0.8733,0.3947,0.4244,16529422.9002,13084063.8402
20230118,1.3886,0.8725,0.3943,0.291,16513328.0385,13071323.7585
20230119,1.39,0.8733,0.3947,0.3522,16529422.9002,13084063.8402
20230120,1.4103,0.8861,0.4005,0.5506,16770845.8247,13275165.0647
20230130,1.4103,0.8861,0.4005,0.7142,16770845.8247,13275165.0647
20230131,1.4387,0.9039,0.4086,0.7997,17108837.9191,13542706.7791
20230201,1.4671,0.9218,0.4166,0.826,17446830.0134,13810248.4934
20230202,1.4657,0.9209,0.4163,0.5625,17430735.1518,13797508.4118
20230203,1.4414,0.9056,0.4093,0.668,17141027.6423,13568186.9423
20230206,1.4455,0.9082,0.4105,0.4199,17189555.0584,13606650.0184
20230207,1.4482,0.9099,0.4113,0.3794,17221745.2364,13632130.6364
20230208,1.459,0.9167,0.4143,0.4685,17350505.9485,13734053.1085
20230209,1.4766,0.9277,0.4193,0.5445,17559742.1055,13899677.1255
20230210,1.4658,0.9209,0.4163,0.447,17430981.3935,13797754.6535
20230213,1.4576,0.9158,0.414,0.4277,17334410.8595,13721312.7995
20230214,1.4604,0.9175,0.4147,0.3041,17366601.0375,13746793.4175
20230215,1.4482,0.9099,0.4113,0.4376,17221745.2364,13632130.6364
20230216,1.4373,0.9031,0.4082,0.6253,17092984.5244,13530208.1644
20230217,1.4306,0.8988,0.4063,0.4213,17012509.0793,13466506.6193
20230220,1.4428,0.9065,0.4097,0.5671,17157364.8804,13581169.4004
20230221,1.4698,0.9235,0.4174,0.726,17479266.6605,13835975.5805
20230222,1.4671,0.9218,0.4166,0.4222,17447076.4825,13810494.9625
20230223,1.4576,0.9158,0.414,0.4258,17334410.8595,13721312.7995
20230224,1.4509,0.9116,0.412,0.3952,17253935.4144,13657611.2544
20230227,1.4455,0.9082,0.4105,0.3869,17189555.0584,13606650.0184
20230228,1.459,0.9167,0.4143,0.4081,17350505.9485,13734053.1085
20230301,1.4685,0.9226,0.417,0.5118,17463171.5715,13823235.2715
20230302,1.5118,0.9498,0.4293,1.3532,17978214.4197,14230925.1597
20230303,1.5267,0.9592,0.4336,1.0076,18155260.3988,14371068.5588
20230306,1.524,0.9575,0.4328,0.7285,18123320.5531,14345838.2731
20230307,1.524,0.9575,0.4328,1.2759,18123320.5531,14345838.2731
20230308,1.5091,0.9482,0.4286,0.6431,17946272.1285,14205692.4285
20230309,1.5145,0.9516,0.4301,0.4422,18010653.3738,14256654.5538
20230310,1.482,0.9312,0.4209,0.5635,17624365.902,13950881.802
20230313,1.4901,0.9363,0.4232,0.4724,17720937.7699,14027324.9899
20230314,1.4604,0.9175,0.4147,0.5918,17366840.9208,13747033.3008
20230315,1.5294,0.9609,0.4343,1.088,18187701.7984,14396800.3984
20230316,1.501,0.9431,0.4263,0.6574,17849700.2605,14129249.2405
20230317,1.5037,0.9448,0.427,0.9592,17881890.8832,14154730.3032
20230320,1.501,0.9431,0.4263,0.8033,17849700.2605,14129249.2405
20230321,1.4969,0.9405,0.4251,0.5041,17801414.3266,14091027.6466
20230322,1.5023,0.9439,0.4266,0.3979,17865795.5719,14141989.7719
20230323,1.5483,0.9728,0.4397,1.3772,18413036.1569,14575167.8369
20230324,1.5362,0.9652,0.4362,0.5121,18268178.355,14460503.055
20230327,1.5294,0.9609,0.4343,0.5152,18187701.7984,14396800.3984
20230328,1.5226,0.9567,0.4324,0.4533,18107225.2418,14333097.7418
20230329,1.5186,0.9541,0.4313,0.3992,18058939.3078,14294876.1478
20230330,1.547,0.972,0.4393,0.8115,18396940.8456,14562427.3056
20230331,1.6199,0.886,0.454,1.7067,17753128.3926,14052806.0526
20230403,1.5846,0.8667,0.4441,1.178,17366840.9208,13747033.3008
20230404,1.592,0.8707,0.4462,0.6078,17447317.4774,13810735.9574
20230406,1.5817,0.8651,0.4433,0.4071,17334736.415,13721638.355
20230407,1.5891,0.8691,0.4453,0.3923,17415213.3715,13785341.4115
20230410,1.5979,0.8739,0.4478,0.428,17511785.7192,13861785.0792
20230411,1.5758,0.8619,0.4416,0.6471,17270354.8499,13670675.9099
20230412,1.6096,0.8803,0.4511,0.8382,17640548.8495,13963709.9695
20230413,1.6287,0.8908,0.4564,0.8698,17849788.9362,14129337.9162
20230414,1.6287,0.8908,0.4564,0.5859,17849788.9362,14129337.9162
20230417,1.6801,0.9189,0.4709,1.5315,18413127.6312,14575259.3112
20230418,1.7036,0.9317,0.4774,1.159,18670653.8918,14779109.0918
20230419,1.6919,0.9253,0.4741,0.919,18541890.7615,14677184.2015
20230420,1.7095,0.935,0.4791,0.6915,18735035.4569,14830071.5369
20230421,1.6698,0.9133,0.468,0.658,18300647.4983,14486262.6383
20230424,1.6669,0.9117,0.4672,0.5188,18268456.3857,14460781.0857
20230425,1.6537,0.9044,0.4634,0.5509,18123596.3792,14346114.0992
20230426,1.6273,0.89,0.456,0.5566,17833876.366,14116780.126
20230427,1.6096,0.8803,0.4511,0.5853,17640729.6906,13963890.8106
20230428,1.6317,0.8924,0.4573,0.6967,17882163.0349,14155002.4549
20230504,1.9906,0.8852,0.5328,0.7754,17737303.0283,14040335.4683
20230505,1.9545,0.8691,0.5232,0.8297,17415391.9025,13785519.9425
20230508,2.0376,0.9061,0.5454,1.0979,18155787.4917,14371595.6517
20230509,2.052,0.9125,0.5493,1.3034,18284551.942,14473521.862
20230510,2.0249,0.9004,0.542,0.7024,18043118.5977,14282410.2177
20230511,2.0466,0.9101,0.5478,0.5291,18236265.2732,14435299.5332
20230512,2.0285,0.902,0.543,0.475,18075309.7103,14307891.7703
20230515,2.0556,0.9141,0.5502,0.5363,18316743.0546,14499003.4146
20230516,2.0141,0.8956,0.5391,0.4742,17946545.26,14205965.56
20230517,1.9924,0.886,0.5333,0.4224,17753398.5846,14053076.2446
20230518,1.9942,0.8868,0.5338,0.3526,17769494.1408,14065817.0208
20230519,2.0069,0.8924,0.5372,0.4011,17882163.0349,14155002.4549
20230522,2.0195,0.898,0.5406,0.3461,17994831.9289,14244187.8889
20230523,2.0123,0.8948,0.5386,0.3207,17930449.7037,14193224.7837
20230524,1.9671,0.8747,0.5266,0.4973,17528060.7965,13874705.3765
20230525,1.9653,0.8739,0.5261,0.405,17511965.2403,13861964.6003
20230526,1.9834,0.882,0.5309,0.2683,17672920.8031,13989372.3631
20230529,1.9563,0.8699,0.5237,0.3141,17431487.4588,13798260.7188
20230530,1.9382,0.8619,0.5188,0.3663,17270531.896,13670852.956
20230531,1.8863,0.8388,0.5049,0.5629,16807690.128,13305299.808
20230601,1.8845,0.838,0.5044,0.3696,16791590.808,13292555.268
20230602,1.9007,0.8452,0.5088,0.2632,16936484.6884,13407256.1284
20230605,1.9117,0.8501,0.5117,0.2544,17034253.6429,13484896.4029
20230606,1.8973,0.8436,0.5079,0.306,16905450.2127,13382931.2127
20230607,1.8918,0.8412,0.5064,0.3129,16857148.9264,13344694.2664
20230608,1.9298,0.8581,0.5166,0.4466,17195257.9306,13612352.8906
20230609,1.9262,0.8565,0.5156,0.3133,17163057.0731,13586861.5931
20230612,1.9099,0.8493,0.5112,0.2796,17018153.2141,13472150.7541
20230613,1.9099,0.8493,0.5112,0.246,17018153.2141,13472150.7541
20230614,1.9135,0.8509,0.5122,0.3551,17050354.0717,13497642.0517
20230615,1.9226,0.8549,0.5146,0.2507,17130856.2155,13561370.2955
20230616,1.9581,0.8707,0.5241,0.3717,17447703.9991,13827896.3791
20230619,1.9563,0.8699,0.5237,0.319,17431533.7452,13815080.9052
20230620,1.9363,0.861,0.5183,0.2726,17253660.9518,13674110.6918
20230621,1.9345,0.8602,0.5178,0.2995,17237490.6979,13661295.2179
20230626,1.9509,0.8675,0.5222,0.5567,17383022.9834,13776634.4834
20230627,1.9726,0.8772,0.528,0.6661,17577066.0306,13930420.1706
20230628,1.704,0.8535,0.4561,0.5964,15183868.4478,12033730.0278
20230629,1.695,0.8489,0.4537,0.2992,15103017.1781,11969652.6581
20230630,1.7059,0.8544,0.4566,0.2055,15200038.7017,12046545.5017
20230703,1.7258,0.8644,0.462,0.3489,15377911.495,12187515.715
20230704,1.8383,0.9207,0.4921,1.7979,16380467.2392,12982075.0992
20230705,1.8438,0.9234,0.4935,0.8424,16428978.001,13020521.521
20230706,1.8075,0.9053,0.4838,0.6124,16105572.9222,12764212.0422
20230707,1.8166,0.9098,0.4863,0.4413,16186424.1919,12828289.4119
20230710,1.8002,0.9016,0.4819,0.352,16040891.9065,12712950.1465
20230711,1.7912,0.8971,0.4795,0.3829,15960040.6368,12648872.7768
20230712,1.7676,0.8853,0.4731,0.3437,15749827.3356,12482271.6156
20230713,1.7712,0.8871,0.4741,0.3484,15782167.8435,12507902.5635
20230714,1.7621,0.8825,0.4717,0.3299,15701316.5738,12443825.1938
20230717,1.7549,0.8789,0.4697,0.3288,15636635.558,12392563.298
20230718,1.7857,0.8944,0.478,0.6062,15911529.875,12610426.355
20230719,1.8075,0.9053,0.4838,0.526,16105572.9222,12764212.0422
20230720,1.7984,0.9007,0.4814,0.5421,16024721.6526,12700134.6726
20230721,1.7984,0.9007,0.4814,0.339,16024721.6526,12700134.6726
20230724,1.7875,0.8953,0.4785,0.23,15927700.1289,12623241.8289
20230725,1.7966,0.8998,0.4809,0.3515,16008551.3986,12687319.1986
20230726,1.793,0.898,0.4799,0.245,15976210.8907,12661688.2507
20230727,1.7821,0.8925,0.477,0.3813,15879189.3671,12584795.4071
20230728,1.8329,0.918,0.4906,0.8404,16331956.4774,12943628.6774
20230731,1.8365,0.9198,0.4916,0.5657,16364296.9853,12969259.6253
20230801,1.8238,0.9134,0.4882,0.362,16251105.2077,12879551.3077
20230802,1.8111,0.9071,0.4848,0.3123,16137913.4301,12789842.9901
20230803,1.8111,0.9071,0.4848,0.2248,16137913.4301,12789842.9901
20230804,1.8002,0.9016,0.4819,0.353,16040891.9065,12712950.1465
20230807,1.793,0.898,0.4799,0.2427,15976210.8907,12661688.2507
20230808,1.7839,0.8934,0.4775,0.298,15895359.6211,12597610.8811
20230809,1.7857,0.8944,0.478,0.2204,15911529.875,12610426.355
20230810,1.8002,0.9016,0.4819,0.2641,16040891.9065,12712950.1465
20230811,1.7639,0.8834,0.4722,0.3445,15717486.8277,12456640.6677
20230814,1.7476,0.8753,0.4678,0.3222,15571954.5423,12341301.4023
20230815,1.7549,0.8789,0.4697,0.2581,15636635.558,12392563.298
20230816,1.7295,0.8662,0.4629,0.2173,15410252.0029,12213146.6629
20230817,1.7349,0.8689,0.4644,0.2986,15458762.7647,12251593.0847
20230818,1.7367,0.8698,0.4649,0.3765,15474933.0187,12264408.5587
20230821,1.6968,0.8498,0.4542,0.4209,15119187.432,11982468.132
20230822,1.7022,0.8525,0.4556,0.2677,15167698.1938,12020914.5538
20230823,1.6932,0.848,0.4532,0.2761,15086846.9242,11956837.1842
20230824,1.7204,0.8616,0.4605,0.4522,15329400.7332,12149069.2932
20230825,1.704,0.8535,0.4561,0.2677,15183868.4478,12033730.0278
20230828,1.7313,0.8671,0.4634,0.5515,15426422.2569,12225962.1369
20230829,1.7313,0.8671,0.4634,0.445,15426422.2569,12225962.1369
20230830,2.5743,0.796,0.5812,0.9674,15814508.3514,12533533.5114
20230831,2.5795,0.7976,0.5824,0.6144,15846848.8592,12559164.4592
20230901,2.5955,0.8025,0.586,0.3423,15944829.4601,12637016.3801
20230904,2.6192,0.8099,0.5913,0.4196,16090646.4054,12752640.3054
20230905,2.6166,0.8091,0.5907,0.4044,16074677.9786,12740026.6586
20230906,2.5903,0.8009,0.5848,0.327,15913334.7672,12612231.2472
20230907,2.5772,0.7969,0.5818,0.3024,15832514.1265,12548184.5065
20230908,2.5614,0.792,0.5783,0.272,15735481.3535,12471280.4135
20230911,2.5746,0.7961,0.5812,0.2889,15816341.9977,12535367.1577
20230912,2.5772,0.7969,0.5818,0.1794,15832514.1265,12548184.5065
20230913,2.5799,0.7977,0.5824,0.3288,15848870.3484,12561185.9484
20230914,2.6114,0.8075,0.5896,0.4771,16042938.1485,12714996.3885
20230915,2.6036,0.805,0.5878,0.4962,15994435.6171,12676558.1971
20230918,2.6009,0.8042,0.5872,0.2677,15978263.2859,12663740.6459
20230919,2.6036,0.805,0.5878,0.2391,15994534.5923,12676657.1723
20230920,2.6167,0.8091,0.5908,0.314,16075396.749,12740745.429
20230921,2.6273,0.8124,0.5931,0.4349,16140086.4743,12792016.0343
20230922,2.6352,0.8148,0.5949,0.443,16188637.0616,12830502.2816
20230925,2.6536,0.8205,0.5991,0.5467,16301844.3138,12920226.0738
20230926,2.6115,0.8075,0.5896,0.4116,16043084.8802,12715143.1202
20230927,2.5851,0.7993,0.5836,0.4334,15881360.2343,12586966.2743
20230928,2.5825,0.7985,0.583,0.3918,15865187.7697,12574148.5897
20231009,2.5772,0.7969,0.5818,0.3776,15832842.8405,12548513.2205
