trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,36.9281,6.3357,3.56,0.5287,95170135.9131,77254319.6094
20230104,36.3945,6.2442,3.5085,0.9368,93795000.2361,80352797.6567
20230105,38.6217,6.6263,3.7232,1.2446,99534909.3675,85270093.417
20230106,39.4889,6.7751,3.8068,0.879,101769810.157,87184700.0641
20230109,39.4832,6.7741,3.8063,0.6136,101755155.0698,87172145.2665
20230110,40.9427,7.0245,3.947,0.8727,105516627.4368,90394543.3392
20230111,40.5504,6.9572,3.9092,0.585,104505426.4239,89528262.2989
20230112,41.0849,7.0489,3.9607,0.5322,105883004.6154,90708413.2814
20230113,41.6535,7.1465,4.0155,0.992,107348513.3298,91963893.05
20230116,42.3293,7.2624,4.0807,0.8033,109090026.1854,93455821.5083
20230117,42.2326,7.2458,4.0713,0.4729,108840889.704,93242389.9476
20230118,42.5065,7.2928,4.0977,0.351,109546776.4014,93847112.7029
20230119,42.3426,7.2647,4.0819,0.3493,109124221.3887,93485116.0362
20230120,42.8382,7.3497,4.1297,0.5145,110401656.4848,94579475.9012
20230130,44.6058,7.653,4.3001,1.0119,114956946.0721,98481925.5153
20230131,44.0893,7.5643,4.2503,0.6669,113625775.6565,97341531.3921
20230201,45.1886,7.753,4.3563,0.5497,116459092.5043,99768792.2781
20230202,44.1745,7.579,4.2585,0.6431,113845601.9636,97529853.3574
20230203,43.2363,7.418,4.1681,0.5744,111427512.5849,95458311.7392
20230206,42.7055,7.3269,4.1169,0.5139,110059704.4514,94286530.6219
20230207,42.4686,7.2863,4.0941,0.3446,109449075.8204,93763414.0516
20230208,42.3843,7.2718,4.086,0.3503,109231692.0278,93577184.5526
20230209,42.932,7.3658,4.1388,0.3838,110643465.4227,94786630.063
20230210,42.2648,7.2513,4.0744,0.4013,108923935.1978,93313533.8012
20230213,43.5964,7.4798,4.2028,0.6413,112355668.104,96253448.926
20230214,42.7482,7.3343,4.121,0.6123,110169617.605,94380691.6045
20230215,42.516,7.2944,4.0987,0.3715,109571201.5466,93868037.3657
20230216,42.0042,7.2066,4.0493,0.4823,108252243.7037,92738105.5739
20230217,39.8234,6.8325,3.8391,1.026,102632017.784,87923340.6613
20230220,39.85,6.837,3.8416,0.8043,102700408.1906,87981929.7172
20230221,39.3325,6.7482,3.7918,0.6301,101366795.2605,86839443.1278
20230222,38.8074,6.6582,3.7411,0.5909,100013642.2142,85680216.8081
20230223,39.1638,6.7193,3.7755,0.4558,100932027.6753,86466984.1298
20230224,38.4217,6.592,3.704,0.4774,99019538.803,84828583.0317
20230227,38.0142,6.5221,3.6647,0.4407,97969257.5576,83928822.5309
20230228,38.2796,6.5676,3.6903,0.4456,98653161.6244,84514713.0896
20230301,39.0264,6.6957,3.7622,0.6023,100577863.0693,86163576.519
20230302,37.9858,6.5172,3.6619,0.7716,97895982.1219,83866048.5425
20230303,38.1298,6.5419,3.6758,0.392,98267244.3296,84184103.4172
20230306,38.7079,6.6411,3.7315,0.7946,99757178.1892,85460507.8486
20230307,38.1184,6.5399,3.6747,0.474,98237934.1553,84158993.8218
20230308,37.6948,6.4673,3.6339,0.3885,97146130.1631,83223661.3942
20230309,37.6266,6.4555,3.6273,0.3889,96970269.1173,83073003.822
20230310,32.2543,6.0259,3.0163,0.8874,99114796.8694,87536672.3771
20230313,31.1582,5.8211,2.9138,0.873,95746569.3408,84561905.3496
20230314,30.7791,5.7503,2.8784,0.8569,94581489.9129,83532925.0217
20230315,30.8403,5.7617,2.8841,0.6012,94769563.5312,83699028.7644
20230316,30.6106,5.7188,2.8626,0.4688,94063676.8338,83075600.4316
20230317,29.8849,5.5832,2.7947,0.9338,91833661.0734,81106084.6259
20230320,30.2004,5.6422,2.8243,0.7341,92803339.3394,81962489.6367
20230321,31.2997,5.8476,2.9271,0.8016,96181336.9261,84945885.43
20230322,31.7305,5.928,2.9673,0.8199,97505179.7981,86115083.203
20230323,31.6653,5.9159,2.9612,0.4649,97304893.6071,85938193.503
20230324,31.2838,5.8446,2.9256,0.5454,96132486.6356,84902741.6008
20230327,31.5159,5.8879,2.9473,0.7471,96845700.8766,85532641.508
20230328,31.2059,5.83,2.9183,0.3519,95893120.2122,84691336.8374
20230329,31.8084,5.9426,2.9746,0.6376,97744546.2214,86326487.9663
20230330,31.8028,5.9416,2.9741,0.4025,97727448.6198,86311387.6261
20230331,32.275,6.0298,3.0183,0.9089,99178302.247,87592759.3551
20230403,31.6916,5.9208,2.9637,0.7771,97385496.5864,86009380.8213
20230404,30.8403,5.7617,2.8841,0.9313,94769563.5312,83699028.7644
20230406,30.8419,5.762,2.8842,0.4905,94774448.5602,83703343.1473
20230407,31.0398,5.799,2.9028,0.4663,95382634.6767,84240483.8216
20230410,31.9539,5.9698,2.9882,0.7991,98191526.3793,86721254.0041
20230411,31.7901,5.9392,2.9729,0.666,97688368.3874,86276872.5627
20230412,31.159,5.8213,2.9139,0.405,95749011.8553,84564062.5411
20230413,30.8609,5.7656,2.886,0.4657,94833068.9088,83755115.7424
20230414,31.5787,5.8997,2.9531,0.7382,97038659.524,85703059.6335
20230417,32.4187,6.0568,3.0317,0.8188,99619997.9116,87987525.3928
20230418,32.5077,6.0734,3.04,0.6518,99893545.0276,88229130.8367
