trade_date,pe_ttm,pb,ps_ttm,turnover_rate,total_mv,circ_mv
20230103,11.1071,0.9485,0.6164,0.5899,3450311.9945,3273456.9139
20230104,11.1226,0.9498,0.6173,0.4155,3455134.2335,3278031.976
20230105,11.2934,0.9644,0.6268,0.4606,3508178.8623,3328357.6588
20230106,11.3865,0.9724,0.6319,0.5786,3537112.2962,3355808.0313
20230109,11.3244,0.9671,0.6285,0.3264,3517823.3403,3337507.783
20230110,11.2934,0.9644,0.6268,0.3368,3508178.8623,3328357.6588
20230111,11.2158,0.9578,0.6225,0.4036,3484067.6674,3305482.3485
20230112,11.045,0.9432,0.613,0.3948,3431023.0385,3255156.6657
20230113,11.1381,0.9512,0.6182,0.6727,3459956.4725,3282607.0381
20230116,11.6194,0.9922,0.6449,1.28,3609445.881,3424433.9624
20230117,11.891,1.0154,0.6599,0.9948,3693835.0633,3504497.5487
20230118,11.9221,1.0181,0.6617,0.7602,3703479.5412,3513647.6728
20230119,11.86,1.0128,0.6582,0.6823,3684190.5853,3495347.4245
20230120,11.9221,1.0181,0.6617,0.633,3703479.5412,3513647.6728
20230130,11.9143,1.0174,0.6612,0.8238,3701068.4218,3511360.1418
20230131,12.2015,1.042,0.6772,1.9897,3790279.843,3595998.7902
20230201,12.3334,1.0532,0.6845,0.9763,3831268.8744,3634886.8178
20230202,12.3257,1.0526,0.6841,0.6571,3828857.7549,3632599.2868
20230203,12.0851,1.032,0.6707,0.5896,3754113.0506,3561685.8246
20230206,12.1084,1.034,0.672,0.5928,3761346.4091,3568548.4177
20230207,12.1472,1.0373,0.6742,0.5251,3773402.0065,3579986.0729
20230208,12.023,1.0267,0.6673,0.4098,3734824.0947,3543385.5763
20230209,12.054,1.0294,0.669,0.3369,3744468.5726,3552535.7005
20230210,12.1627,1.0386,0.675,0.7026,3778224.2455,3584561.135
20230213,12.5585,1.0725,0.697,1.2309,3901191.3397,3701225.2179
20230214,12.869,1.099,0.7142,1.8568,3997636.1194,3792726.4593
20230215,12.6206,1.0778,0.7004,0.9331,3920480.2956,3719525.4662
20230216,12.2481,1.0459,0.6798,1.048,3804746.56,3609723.9764
20230217,12.7293,1.087,0.7065,1.5882,3954235.9685,3751550.9007
20230220,13.2338,1.1301,0.7345,1.9085,4110958.7356,3900240.4181
20230221,13.1872,1.1261,0.7319,1.0142,4096492.0186,3886515.2319
20230222,12.8845,1.1003,0.7151,0.9856,4002458.3584,3797301.5214
20230223,12.9622,1.1069,0.7194,0.5401,4026569.5533,3820176.8318
20230224,13.001,1.1102,0.7215,0.6356,4038625.1508,3831614.487
20230227,12.675,1.0824,0.7034,0.8919,3937358.1321,3735538.1834
20230228,12.6905,1.0837,0.7043,0.7899,3942180.3711,3740113.2455
20230301,12.9001,1.1016,0.7159,0.7722,4007280.5974,3801876.5835
20230302,12.838,1.0963,0.7125,0.4282,3987991.6414,3783576.3352
20230303,12.675,1.0824,0.7034,0.5337,3937358.1321,3735538.1834
20230306,12.2869,1.0493,0.6819,1.5079,3816802.1574,3621161.6316
20230307,12.1394,1.0367,0.6737,0.7679,3770990.8871,3577698.5419
20230308,12.1627,1.0386,0.675,0.5174,3778224.2455,3584561.135
20230309,11.7668,1.0048,0.653,1.0072,3655257.1514,3467897.0521
20230310,11.4486,0.9777,0.6354,0.7593,3556401.2522,3374108.2796
20230313,11.5262,0.9843,0.6397,0.5152,3580512.4471,3396983.5899
20230314,11.3788,0.9717,0.6315,0.6083,3534701.1767,3353520.5002
20230315,11.3788,0.9717,0.6315,0.5019,3534701.1767,3353520.5002
