ts_code,ann_date,end_date,eps,roe,grossprofit_margin,netprofit_margin,or_yoy,netprofit_yoy
603345.SH,20220426,20220331,0.8,2.5495,24.2028,8.9592,24.1638,17.6545
603345.SH,20220426,20220331,0.8,2.5495,24.2028,8.9592,24.1638,17.6545
603345.SH,20220823,20220630,1.64,5.6387,21.8581,8.7152,35.4736,30.3471
603345.SH,20220823,20220630,1.64,5.6387,21.8581,8.7152,35.4736,30.3471
603345.SH,20221028,20220930,2.46,8.4426,21.0612,8.5447,33.7817,39.6213
603345.SH,20221028,20220930,2.46,8.4426,21.0612,8.5447,33.7817,39.6213
603345.SH,20230425,20221231,3.89,13.1445,21.957,9.1729,31.3891,61.3713
603345.SH,20230425,20221231,3.89,13.1445,21.957,9.1729,31.3891,61.3713
603345.SH,20230425,20230331,1.24,3.0427,24.7061,11.6171,36.4269,76.9422
603345.SH,20230425,20230331,1.24,3.0427,24.7061,11.6171,36.4269,76.9422
603345.SH,20230801,20230630,2.51,6.1748,22.1004,10.8833,30.7,62.1403
603345.SH,20230801,20230630,2.51,6.1748,22.1004,10.8833,30.7,62.1403
603345.SH,20231027,20230930,3.83,9.3565,22.0572,11.1022,25.9344,62.6921
603345.SH,20240427,20231231,5.04,12.1615,23.2092,10.688,15.2887,34.244
603345.SH,20240427,20240331,1.5,3.416,26.5515,11.7469,17.6711,21.2434
603345.SH,20240820,20240630,2.75,6.286,23.9096,10.8175,9.4191,9.1732
603345.SH,20241029,20240930,3.58,8.2437,22.6406,9.5878,7.8434,-6.6521
603345.SH,20241029,20240930,3.58,8.2437,22.6406,9.5878,7.8434,-6.6521
603345.SH,20250429,20241231,5.08,11.6091,23.2977,10.0063,7.6995,0.4577
603345.SH,20250429,20250331,1.35,2.9988,23.3226,10.9289,-4.1252,-10.0097
603345.SH,20250429,20250331,1.35,2.9988,23.3226,10.9289,-4.1252,-10.0097
603345.SH,20250826,20250630,2.31,5.142,20.522,8.8771,0.8037,-15.7861
